店號,店名,縣巿,地址,電話
228112,墩璞,新北市,板橋區中正路106號1樓,02-89697016
921998,緯中,新北市,板橋區中正路21號23號,02-29657833
216153,正華,新北市,板橋區中正路274號276號,02-29681440
891730,佑容,新北市,板橋區五權里五權街49號51號,02-29595675
241034,板依,新北市,板橋區文化路一段188巷38號40號1樓,02-22569422
211413,丁煌,新北市,板橋區文化路二段227號、229號1樓,02-22554780
239662,文聖,新北市,板橋區文聖街64號1樓.松柏街96號1樓,02-22589508
198910,新海,新北市,板橋區文德里新海路138號,02-82525425
209074,華川,新北市,板橋區四川路二段245巷11.13號1樓,02-89668730
254247,華德,新北市,板橋區四川路二段47巷3弄8號及8之1號,02-89664633
167846,板維,新北市,板橋區四維路345號347號1樓,02-22546684
275440,新埔站,新北市,板橋區民生路二段232號1.2樓之14、232號1.2樓之15,02-22540159
264026,埔站,新北市,板橋區民生路二段237號1樓,02-22555748
276007,埔運,新北市,板橋區民生路三段40號42號1樓,02-82524260
262684,埔墘,新北市,板橋區永豐街87號1樓,02-29614894
243878,漢光,新北市,板橋區光正街12號1樓,02-29653875
243937,大合宜,新北市,板橋區合宜路173號1樓,02-29685371
262802,板宏,新北市,板橋區宏國路109.111號,02-22597549
285322,廣和,新北市,板橋區和平路101巷1號,02-29525457
924665,國和,新北市,板橋區和平路29號,02-89526934
872441,千群,新北市,板橋區東丘里民享街53號,02-89612979
174992,金林,新北市,板橋區金門街303號305號,02-26843135
284949,板安,新北市,板橋區長安街202.204號,02-29514455
259323,富海,新北市,板橋區長江路一段6號,02-22573656
158602,英海,新北市,板橋區雨農路50號1樓、英士路51巷1號1樓,02-22511636
262813,坤耀,新北市,板橋區南門街39號1F,02-22723226
281515,遠揚,新北市,板橋區南雅南路二段124號及二段142巷12號1樓,02-89664602
260747,秋雅,新北市,板橋區南雅南路二段144巷14號1樓,02-89669323
265041,府運,新北市,板橋區重慶路18號20號1樓,02-29640712
260105,重慶,新北市,板橋區重慶路75號75號之2 一樓,02-29570341
243096,幸運,新北市,板橋區區運路78號80號1樓,02-29627165
252034,國庭,新北市,板橋區國光路1號3號1樓,02-29651700
865269,議會,新北市,板橋區莊敬路60號,02-22542852
953087,萬板,新北市,板橋區莒光路221號223號,02-22519201
275705,華貴,新北市,板橋區貴興路85號87號1樓,02-29645590
279545,維陽,新北市,板橋區陽明街158號160號1樓,02-22544725
228260,新府,新北市,板橋區新府路75號B2樓,02-29689814
231509,樹溪,新北市,板橋區溪北路43.45號1樓,02-26867092
207919,吉翠,新北市,板橋區裕民街53號1.2樓和55號,02-82570537
968089,新僑中,新北市,板橋區僑中一街124巷3弄3號,02-29694324
276292,心心,新北市,板橋區實踐路105號107號,02-29584608
115823,雅盛,新北市,板橋區漢生東路181號183號1樓,02-29568540
280659,民族,新北市,板橋區福祿里民族路310號,02-29575939
910688,糧驛,新北市,板橋區德翠里龍泉街93號、95號1樓,02-22562936
119397,館東,新北市,板橋區館前東路15、15之1、17號1樓,02-29560071
274827,館慶,新北市,板橋區館前東路26號1樓,02-29514559
844907,龍翠,新北市,板橋區雙十路二段138之1號138之2號,02-22538130
217204,懷翠,新北市,板橋區懷德街203號205號1樓,02-22504367
250898,正翔,新北市,林口區中正路285.287號,02-26014007
284710,愛鄉,新北市,林口區仁愛路二段140號142號1樓,02-86012278
174165,德聖,新北市,林口區公園路17號,02-26090148
256678,林口三井,新北市,林口區文化二路一段123號1樓,02-26069475
279431,安林,新北市,林口區文化二路一段24號26號,02-26082671
968023,采鋺,新北市,林口區文化三路一段368號,02-26007384
287410,旺來,新北市,林口區文化三路二段20號1樓,02-86014442
281065,幸福市,新北市,林口區文化三路二段302號1樓,02-26022319
197386,麗寶,新北市,林口區文化北路一段301號1樓,02-26002592
262581,公園賞,新北市,泰山區仁愛路66號,02-85315095
264716,福興,新北市,泰山區全興路165號,02-22979975
265247,奕真,新北市,泰山區明志路二段185號1樓(部份),02-22960960
265856,輔醫,新北市,泰山區貴子路57號(右半)61號63號1樓,02-29019505
277468,泰山,新北市,泰山區楓江路22號24號,02-22975073
287476,摩天灣,新北市,淡水區中山北路一段257號1樓,02-26252063
275303,金滬,新北市,淡水區中山路66號1.2樓.66-1號1樓,02-26223092
277859,海正,新北市,淡水區中正東路一段113號115號115-1號,02-26256490
900429,金寶,新北市,淡水區中正路169號,02-26297608
236021,源豐,新北市,淡水區水源街一段118號1樓,02-26210931
265269,源德,新北市,淡水區水源街一段75-2號1樓,02-26265872
961778,淡欣,新北市,淡水區水源街二段104號,02-26210745
150860,鑫鑫,新北市,淡水區水源街二段76號、76-1號,02-26262742
170107,金星,新北市,淡水區北新路65號,02-26260905
252919,立竹,新北市,淡水區民族路58號1樓2樓,02-88092553
241089,竹圍,新北市,淡水區民權路109號111號1樓,02-28091574
261795,竹捷,新北市,淡水區竹圍里民族路10號,02-28085610
282091,吉發,新北市,淡水區自強路275號,02-28084565
282286,鯊魚,新北市,淡水區沙崙路196號,02-28052232
112400,金崙,新北市,淡水區沙崙路24號1樓,02-28055104
286657,布拉諾,新北市,淡水區坪頂路56-8號56-9號1樓,02-86269823
228802,英專,新北市,淡水區英專路91號,02-26215261
286613,金旦,新北市,淡水區淡金路三段254號256號258號,02-26213108
241078,金昂,新北市,淡水區新市一路一段99巷51.53號1樓,02-26253846
287498,新市鎮,新北市,淡水區新市一路三段18號1樓,02-26228481
972918,皇后,新北市,淡水區新春街87號,02-26200724
985604,淡江,新北市,淡水區學府路207號,02-26204950
233217,鑫浦深,新北市,深坑區文化街116號118號1樓,02-26628761
187622,北深,新北市,深坑區北深路二段183號,02-26640166
963567,埔昇,新北市,深坑區埔新街63號65號1樓,02-26645677
149538,福強,新北市,新店區三民路147之1號149號1樓,02-29161926
188278,百福,新北市,新店區三民路50號52號1樓,02-29160810
996121,連豐,新北市,新店區大豐路12號,02-89116434
264680,新福民,新北市,新店區中央路135號1樓,02-22196485
261717,小碧潭,新北市,新店區中央路157號1樓,02-89136445
275989,真親切,新北市,新店區中央路212號214號,02-22199322
996903,百和,新北市,新店區中正路306號308號1樓,02-29128626
263355,嶄新,新北市,新店區中正路57-2號1樓,02-89146919
278623,楓華,新北市,新店區中華路20號1樓,02-89115356
263344,中行,新北市,新店區中興路一段193號195號1樓,02-29128620
282574,五峰,新北市,新店區中興路一段252號,02-29105740
277343,鎮鑫,新北市,新店區中興路一段289號,02-89146427
244011,裕隆城,新北市,新店區中興路三段70號,02-89145047
276801,北宜,新北市,新店區北宜路二段82-2號82-3號1樓,02-22174891
217237,冠冠,新北市,新店區北新路一段231號1樓新生街1號1樓,02-29131493
170705,北新,新北市,新店區北新路一段289號291號,02-29152711
266457,慶忠,新北市,新店區北新路二段121巷1號,02-29117063
279110,雙鑫,新北市,新店區北新路二段169號,02-86658848
241436,新極景,新北市,新店區北新路二段252-1號,02-29109385
256715,新店豐和,新北市,新店區央北一路100號,02-22184796
906748,同仁,新北市,新店區民權路96號,02-22187490
991333,新明,新北市,新店區光明街140號,02-29127361
229322,能仁,新北市,新店區光明街38號,02-29106181
195896,安博,新北市,新店區安民街154號154-1號1樓,02-22125845
110998,百豐,新北市,新店區安康路一段168號1樓,02-86669386
256232,新店雙城,新北市,新店區安康路三段96號,02-22151078
250290,安康,新北市,新店區安德街70號72號1樓+2樓,02-22124641
197434,安德,新北市,新店區安德街8號10號12號1樓,02-22125348
249865,新店,新北市,新店區碧潭路14號1樓,02-22125434
173841,寶強,新北市,新店區寶中路88號1樓,02-89145258
958901,寶中,新北市,新店區寶慶街66號,02-86653843
273916,新寶橋,新北市,新店區寶橋路192號,02-89145826
199821,寶科,新北市,新店區寶橋路235巷5號1樓,02-89118174
283418,寶隆,新北市,新店區寶橋路69號1樓,02-29175990
152132,寶福,新北市,新店區寶橋路78巷3號1F,02-86653467
228226,寶興,新北市,新店區寶橋路88號1樓,02-29162045
275082,都峰苑,新北市,新莊區中央路686號1樓,02-85218624
965220,輔明,新北市,新莊區中正路514巷99號,02-29028207
960535,輔大,新北市,新莊區中正路516-1號,02-29026304
275761,莊和,新北市,新莊區中和街34.36號,02-29902262
264783,榮信,新北市,新莊區中原里中榮街25鄰90號92號1樓,02-29963682
872108,花旗,新北市,新莊區中港路132巷26號,02-89918896
262721,中港,新北市,新莊區中港路133號,02-29978073
982627,新福圓,新北市,新莊區五工三路93號1樓,02-22984180
285665,新茂,新北市,新莊區化成路118號120號,02-29900950
957355,莊成,新北市,新莊區化成路354號,02-29947258
132633,添祥,新北市,新莊區天祥街22號24號1樓,02-29012645
893448,采旺,新北市,新莊區天祥街74號,02-29087919
921714,西盛,新北市,新莊區民安西路113號之1,02-22084323
209812,富信,新北市,新莊區自信街46.48號1樓,02-29943073
239754,茂源,新北市,新莊區思源路40-1號,02-29949736
253129,莊泰,新北市,新莊區新泰路21號,02-22023295
281434,弘安,新北市,新莊區萬安街82號84號,02-22035994
207975,源福,新北市,新莊區福壽街29.31號,02-29949096
194505,美福,新北市,新莊區頭興街186號188號,02-29909254
274078,瑞信,新北市,瑞芳區民生街23號1樓,02-24063884
217112,九份,新北市,瑞芳區基山街3號,02-24061659
255826,新野柳,新北市,萬里區港東158號,02-24926282
111946,城雅,新北市,樹林區學成路519號1樓,02-89706098
276030,樹新,新北市,樹林區樹新路245號,02-26812205
953319,雙祥,新北市,雙溪區雙溪村太平路65號67號,02-24932928
990639,新吉麗,新北市,蘆洲區中山一路204號1樓,02-22889790
199061,蘆讚,新北市,蘆洲區中山二路184號,02-82854801
155393,雙華,新北市,蘆洲區中華街39號、中華街35巷6號1樓,02-28488245
280936,池田,新北市,蘆洲區民族路224號226號1樓,02-82869533
871482,統吉,新北市,蘆洲區永平街32巷12弄1號,02-22897033
110552,蘆荻,新北市,蘆洲區永康街1巷35號1樓,02-82862547
264978,光明,新北市,蘆洲區光明路71號,02-82861947
217190,盛發,新北市,蘆洲區光復路10號,02-82867631
113285,民欣,新北市,蘆洲區光榮路63號65號67號,02-28473454
113388,華安,新北市,蘆洲區長安街107號,02-28480247
284008,蘆華,新北市,蘆洲區長安街140號1樓,02-82850614
238980,蘆興,新北市,蘆洲區長樂路2之6號1樓,02-82869126
960166,蘆樂,新北市,蘆洲區長樂路55號1樓,02-28474074
206569,信義路,新北市,蘆洲區信義路341號341之1號341之2號341之3號1樓,02-82855571
258087,蘆洲湧勝,新北市,蘆洲區得勝街163號,02-82854711
279187,珈英,新北市,蘆洲區復興路92號,02-22857510
916284,領袖,新北市,蘆洲區集賢路224巷60號62號,02-82863383
950907,三靖,新北市,鶯歌區三鶯路52號一樓,02-26746991
208912,鳳鳴,新北市,鶯歌區永和街115巷44.46號1樓,02-86775974
165596,元町,新北市,鶯歌區光明街128號130號1樓,02-26708742
215769,歌亭,新北市,鶯歌區尖山里尖山路150號,02-26791544
239499,鶯瓷,新北市,鶯歌區尖山埔路100號102號,02-26776941
207104,金鶯鎮,新北市,鶯歌區尖山路217之3號1樓,02-86773990
179861,樂陶,新北市,鶯歌區尖山路276號1樓,02-26775483
241779,鳳鶯,新北市,鶯歌區鳳三路25號,02-26789082
236146,鳳龍,新北市,鶯歌區鳳鳴路541號543號1樓,02-86777645
253680,龍武,新北市,鶯歌區龍五路89號,02-26790702
982328,長虹,新北市,鶯歌區鶯桃路432號1樓,02-26789855
238223,德力,桃園市,八德區大福里介壽路一段134號136號,03-3778096
230218,桃誠,桃園市,八德區公園路160號,03-3673394
231071,森豪,桃園市,八德區東勇北路295之1號,03-2180784
254362,湧北,桃園市,八德區東勇街396-1號,03-3712775
182225,迎和,桃園市,八德區金和路52號,03-3634716
882172,國僑,桃園市,八德區建國路1075號,03-3644882
285078,冠成,桃園市,八德區重慶街172號,03-3749327
113702,高城,桃園市,八德區高城八街58巷5號1樓,03-2173952
242244,銀泰,桃園市,八德區銀和街73號75號77號,03-3639324
166773,廣隆,桃園市,八德區廣興路195號,03-3732294
180975,興豐,桃園市,八德區興豐路418號,03-3656424
113573,果林,桃園市,大園區?林里?林路97號1樓,03-3935321
182775,航林,桃園市,大園區三民路二段626號1樓,03-3836620
184298,航站北,桃園市,大園區航站南路15號B1樓,03-3932812
184287,航站南,桃園市,大園區航站南路15號B1樓,03-3931733
196291,航站五,桃園市,大園區航站南路9號5樓,03-3932573
195047,祥綸,桃園市,大園區高鐵北路三段45號,03-3819721
265063,新田園,桃園市,大園區新興路62號,03-3868997
924654,士香,桃園市,大溪區員林路一段228號,03-3072579
934695,夜市,桃園市,中壢區中央西路二段125號,03-4024619
138538,三光,桃園市,中壢區中央西路二段259號259-1號1樓,03-4029671
255099,大享,桃園市,中壢區中正路1262號1樓,03-4224805
154116,大崙,桃園市,中壢區中正路四段35號,03-4984287
285827,海和,桃園市,中壢區六和路66號68號,03-4265714
253082,豐亞,桃園市,中壢區民族路六段232號236號1樓,03-4207484
250809,慶福,桃園市,中壢區同慶路277號1樓,03-4379089
982063,正神,桃園市,中壢區成章一街10號12號1樓2樓,03-4615309
236814,復強,桃園市,中壢區自強六路53號復華街212號1樓,03-4638447
283913,中孝,桃園市,中壢區忠孝路248號1樓2樓,03-4517904
122326,福記,桃園市,中壢區林森路166號168號,03-4681347
163970,壢都,桃園市,中壢區長沙路131號成都路72號,03-4579045
240282,吉豐,桃園市,中壢區長沙路8號10號1樓,03-4285206
146540,長業,桃園市,中壢區長春路23號,03-4535480
278531,富莊,桃園市,中壢區莊敬路141號,03-4623667
251949,立莊,桃園市,中壢區莊敬路805號普騰街38巷18號1樓,03-4632452
944197,華愛,桃園市,中壢區華美一路132號136號1樓,03-4380269
274470,北原,桃園市,中壢區新中北路239號241號1樓,03-4655694
130176,原大,桃園市,中壢區實踐路46號1樓,03-4368760
275565,榮躍,桃園市,中壢區榮民南路462號464號,03-4650762
122119,榮安,桃園市,中壢區榮安十三街297號1樓及榮安十四街2號1樓,03-4515728
935089,福神,桃園市,中壢區福德路79號81號,03-4631992
212597,青航,桃園市,中壢區領航北路二段60號、民權路四段309號1樓,03-2876564
210672,龍汶,桃園市,中壢區龍文街33巷2號6號1樓,03-4163082
183251,羿龍,桃園市,中壢區龍慈路283號1樓,03-4563734
263551,新街,桃園市,中壢區環北路537號539號543號1樓,03-4617330
284639,環民,桃園市,中壢區環西路2號1樓民族路336號338號1樓,03-4925034
276694,高民,桃園市,平鎮區延平路二段214號1樓,03-4914028
942102,金沅,桃園市,平鎮區東勢里金陵路五段255號,03-4506616
284330,宏宇,桃園市,平鎮區金陵路二段104號,03-4288596
253819,廣泰,桃園市,平鎮區廣泰路130號132號1樓,03-4910675
174774,廣城,桃園市,平鎮區廣達里廣平街20號24號1樓,03-4924445
241355,德興,桃園市,平鎮區德育路二段3號1樓振興路12號1樓,03-4575450
970624,龍侑,桃園市,平鎮區龍德路8號1樓;龍福路1號1樓,03-4601054
228569,金汲,桃園市,桃園區力行路385巷11號13號1樓,03-3383733
251134,有家,桃園市,桃園區大有路457號459號1樓,03-3257574
155430,大有,桃園市,桃園區大有路547號1樓,03-3584876
864886,假日,桃園市,桃園區大有路560號1樓,03-3568448
283902,臻愛,桃園市,桃園區大業路一段152號,03-3352178
216555,輕井澤,桃園市,桃園區大業路一段355號357號一樓,03-3565648
138985,辰興,桃園市,桃園區大興西路一段178號1樓新埔五街83號85號1樓,03-3583730
263045,桃朋,桃園市,桃園區大興西路二段1號1樓,03-3021150
250991,興源,桃園市,桃園區大興西路二段82號1樓,03-3028487
131168,民大,桃園市,桃園區大興路221號1樓,03-3256860
244147,興一,桃園市,桃園區大興路265號,03-3581837
227957,國悅,桃園市,桃園區天祥七街101號103號,03-3151576
184449,立揚,桃園市,桃園區正光路116號1樓,03-3314841
279981,新德鴻,桃園市,桃園區永福西街111號113號,03-3767172
242510,吉聖,桃園市,桃園區吉昌街237號1樓,03-3793197
166463,藝德,桃園市,桃園區同德十一街98號100號,03-3258230
255538,雙慶,桃園市,桃園區安慶街84號86號1樓,03-3013836
241481,國祥,桃園市,桃園區自強里經國路685號,03-3461185
186962,新達豐,桃園市,桃園區延平路202號;大豐路194號,03-3643819
988289,桃金,桃園市,桃園區金門二街83號及93號1樓,03-3628357
282585,央晉,桃園市,桃園區青溪一路1號及中央街223號,03-3476159
262709,崴信,桃園市,桃園區信光路22號1樓,03-3265379
215873,國藝,桃園市,桃園區南平路185號187號1樓,03-3576015
249876,尊品,桃園市,桃園區建國路41-1號1樓,03-3634561
283658,春寶,桃園市,桃園區春日路670號1樓,03-3574543
142582,智勝,桃園市,桃園區桃智路1號3號1樓,03-3679443
238315,擎天,桃園市,桃園區桃鶯路50號52號1樓,03-3753250
250980,金學,桃園市,桃園區國際一路121號,03-3779254
180573,國力,桃園市,桃園區國際路二段426號428號1樓,03-2170120
174936,莊正,桃園市,桃園區莊二街148號1樓,03-3015412
235660,金萬,桃園市,桃園區莊二街1號1樓,03-3584081
260884,新莊伯,桃園市,桃園區莊敬路一段175號177號1樓,03-3464840
228547,振聲,桃園市,桃園區復興路389號1樓,03-3354452
265214,崴盛,桃園市,桃園區慈文路51號;正康三街284號,03-3575040
130017,慈德,桃園市,桃園區慈德街53號55號57號,03-3575083
275956,謙悅,桃園市,桃園區新埔六街58號60號1樓,03-3151916
249485,經國一,桃園市,桃園區經國路838號1樓,03-3584043
278520,桃龍,桃園市,桃園區龍安街79號81號,03-3703291
276764,三沅,桃園市,楊梅區三民北路88號1樓,03-4312709
185981,新楊埔,桃園市,楊梅區中興路47號1樓新興街66號1樓,03-4814647
249430,萬鑫,桃園市,楊梅區民富路三段828號830號1樓,03-4727146
228042,永誠,桃園市,楊梅區永美路385-9號1樓2樓,03-4815483
194228,高達,桃園市,楊梅區金山街302號1樓,03-2888874
131906,富崗,桃園市,楊梅區新明街450號,03-4728942
275945,欣高,桃園市,楊梅區楊梅里文德路1號1樓梅高路52-9號,03-4788447
250658,大楊,桃園市,楊梅區楊湖路一段90號92號94號1樓,03-2888571
151689,楊昌,桃園市,楊梅區楊新北路23號,03-4856432
163590,楊興,桃園市,楊梅區楊新路三段331號333號,03-4850364
913540,梅獅,桃園市,楊梅區瑞塘里梅獅路二段231號,03-4814576
920962,富先,桃園市,楊梅區萬大路111號113號1樓,03-4312760
231772,凰舞,桃園市,楊梅區萬大路116巷59號,03-4828930
982557,駿躍,桃園市,楊梅區環南路132號1樓,03-4780803
241067,鑽石,桃園市,龍潭區八德里梅龍路23鄰139號141號1樓,03-4700461
973036,新友達,桃園市,龍潭區三和里新和路1號B棟7樓,03-4072501
886646,正同,桃園市,龍潭區中正里15鄰中正路472號474號,03-4808831
239330,同華,桃園市,龍潭區中正里龍華路396號1樓,03-4898471
153618,台積Q,桃園市,龍潭區龍園六路101號2樓,03-4899769
282334,庚大,桃園市,龜山區文化一路259號B1樓,03-2118165
273293,統文,桃園市,龜山區文化七路179號1樓,03-3185635
982214,鑫華夏,桃園市,龜山區文化二路28-1號28-2號28-3號1樓,03-2115130
182834,緯華,桃園市,龜山區文化二路34巷14弄12號14號1樓,03-3277973
198828,登冠,桃園市,龜山區文化二路52巷53號一樓,03-3186887
200996,廣華,桃園市,龜山區文化三路386號1樓,03-2115427
166681,富亨,桃園市,龜山區文青路206號208號210號1樓,03-3275307
110080,千禧,桃園市,龜山區光峰路千禧新城15號1樓,03-2134732
972310,忠湖,桃園市,龜山區忠義路二段630號,03-3287847
275211,庚亞,桃園市,龜山區復興一路150號1樓,03-3974676
971616,新長明,桃園市,龜山區復興一路62號1樓,03-3961534
250544,鑫騰龍,桃園市,龜山區萬壽路一段156.158號1樓,02-82090316
952279,竹盈,桃園市,蘆竹區大竹里大新路133號1-3樓,03-3135745
180089,亮亞,桃園市,蘆竹區大福路189號,03-3231648
249522,上賀,桃園市,蘆竹區光明路一段100號,03-3217836
210498,吉翔,桃園市,蘆竹區吉林路130號1樓,03-3530673
239031,國邦,桃園市,蘆竹區忠孝西路206號1樓,03-3522987
288321,樂嘉,桃園市,蘆竹區長興路二段76號1樓,03-3242835
992510,台茂城堡店,桃園市,蘆竹區南崁路一段112號2樓,03-2123583
149295,航福,桃園市,蘆竹區南福街97號99號,03-3229743
952327,蘆航,桃園市,蘆竹區南興里南昌路18號1樓,03-3124710
258054,濰坊,桃園市,觀音區大觀路一段311號1樓,03-4834752
892984,觀昌,桃園市,觀音區中山路9巷19號1樓中山路21號23號1樓,03-4732899
121448,富中,桃園市,觀音區中山路二段925號,03-2820766
235523,Fresh千塘,桃園市,觀音區莊敬路377號379號,03-4839293
976688,正國,新竹市,北區中正路286之1號一樓,03-5436459
240101,正御,新竹市,北區中正路309號1+B1樓,03-5430369
193122,北大門,新竹市,北區北門街96號1樓,03-5259596
249832,恆新,新竹市,北區民富里7鄰北大路342號,03-5242900
174176,竹森,新竹市,北區光華東街105.107號,03-5424164
254339,磐石,新竹市,北區西大路740號1樓,03-5338457
249821,竹城,新竹市,北區西門里中山路100號,03-5250326
252609,育英,新竹市,北區育英里15鄰四維路53號1樓.西門街212號1樓,03-5231551
234380,東延,新竹市,北區延平路三段590號1樓,03-5365573
274562,竹陵,新竹市,北區東大路二段174號,03-5153239
249810,東中,新竹市,北區東門街194號1+B1樓,03-5212078
231200,武陵,新竹市,北區武陵路63號1樓,03-5409439
236755,金采,新竹市,北區金雅路62號,03-5426032
234748,新竹金農,新竹市,北區金農路2號,03-5429700
864808,城北,新竹市,北區城北街43號,03-5239470
211859,水水,新竹市,東區水源街69號1樓,03-5165479
920032,千久,新竹市,東區民主路154號156號,03-5338512
252506,竹博,新竹市,東區民生路226號,03-5152946
137030,新竹民,新竹市,東區民族路114號116號1樓,03-5341957
283784,雙民,新竹市,東區民族路205號1樓,03-5347583
951678,里客,新竹市,東區民族路7號1樓,03-5244323
282183,日光,新竹市,東區民權路100號1樓,03-5427853
253691,科有,新竹市,東區光復路一段531巷70-1號,03-5779289
250913,自興,新竹市,東區自由路69號,03-5354292
279589,東民,新竹市,東區忠孝路149號,03-5723680
262396,保忠,新竹市,東區忠孝路1號,03-5738890
285805,天湖,新竹市,東區明湖路180號,03-5621482
972262,煙波,新竹市,東區明湖路967號1樓,03-5296586
991506,新勝,新竹市,東區東光路75號1樓,03-5715124
980735,鑫旭升,新竹市,東區東南街98號1樓,03-5619048
253989,金山街,新竹市,東區金山街30號1樓,03-5794468
275509,公學,新竹市,東區建功一路93號,03-5748532
250511,金功,新竹市,東區建功二路2號及6號1樓,03-5738402
281124,高清,新竹市,東區建功里建功路6號1樓,03-5737884
234519,GRC,新竹市,東區科園里工業東三路1號1樓,03-5678253
922566,新竹友達,新竹市,東區科學園區力行二路1號,03-5789976
236157,學圓,新竹市,東區科學園路54號1樓,03-6687254
278863,東品,新竹市,東區食品路146號1樓,03-5618092
233309,鴻川谷,新竹市,東區埔頂二路101號,03-5798219
267483,富禹,新竹市,東區埔頂三路6號,03-6687604
170853,晏丞,新竹市,東區振興路50號1樓,03-5612425
123190,寶豐,新竹市,東區高峰路536巷58號之1,03-5294018
155131,富首,新竹市,東區慈濟路230號1樓,03-5678054
249164,復全,新竹市,東區新莊里長春街11.13號1樓,03-5771145
924919,學英,新竹市,東區學府路37號,03-5728236
198699,聯發科,新竹市,東區篤行一路1號,03-5679040
941914,新親仁,新竹市,東區親仁里仁愛街30號1樓,03-5336597
239673,關新,新竹市,東區關新路179號1樓,03-5782449
185257,藍海,新竹市,東區關新路21號1樓,03-5679182
216197,禾雅,新竹市,東區鐵道路一段66號,03-5423106
207285,頂福,新竹市,香山區中山路622號626號,03-5388361
274366,東君,新竹市,香山區東華路14號1樓,03-5305077
230230,鑫大庄,新竹市,香山區香山里大庄路75、77號1樓,03-5401797
228961,豪順,新竹市,香山區香山里瑞光街23號,03-5386259
236906,竹杉,新竹縣,竹北市中山路303號(臨),03-5559473
234944,北泱,新竹縣,竹北市中央路200號1樓,03-5517352
273880,銓國,新竹縣,竹北市中正西路244.246號,03-5534785
181602,大硯,新竹縣,竹北市文興路311號,03-6688042
283267,明采,新竹縣,竹北市光明一路158號1樓,03-5587067
273857,北崙,新竹縣,竹北市光明三路35.37號1樓,03-5558347
264440,強鹿,新竹縣,竹北市自強北路256號1樓,03-6577734
210801,印月,新竹縣,竹北市科大一路140號1樓,03-5584561
261599,禾遠,新竹縣,竹北市莊敬五街13號,03-6585974
122038,宇軒,新竹縣,竹北市勝利二路85號1樓,03-6576632
180322,采虹,新竹縣,竹北市勝利八街一段345.347號1樓,03-6583504
193487,豐富,新竹縣,竹北市復興三路一段105號1樓,03-6670394
199429,竹樺,新竹縣,竹北市華興街298號1樓,03-5516946
237828,家安,新竹縣,竹北市嘉興路168巷2號,03-6670625
281250,家興,新竹縣,竹北市嘉豐五路二段168號1樓,03-5502894
278128,豐禾,新竹縣,竹北市嘉豐六路二段76號1樓,03-6586194
251857,六家,新竹縣,竹北市福興東路二段105號1樓,03-6672052
253727,福崙,新竹縣,竹北市福興路705號1樓,03-5558473
279350,縣科,新竹縣,竹北市縣政二路南段103號,03-5585349
252964,長政,新竹縣,竹東鎮中正路15號1樓,03-5103216
130707,菄族,新竹縣,竹東鎮民族路66號1樓,03-5822817
239064,朝陽,新竹縣,竹東鎮朝陽路70號72號74號1樓,03-5103109
181691,宥昌,新竹縣,芎林鄉文富街100號1樓,03-5926051
287144,力成科,新竹縣,湖口鄉大同路26號6樓,03-5972154
187091,湖崗,新竹縣,湖口鄉中山路二段430號,03-5995848
250625,湖山,新竹縣,湖口鄉中山路三段487號489號,03-5901262
123363,湖口,新竹縣,湖口鄉中正路一段34號、36號,03-5994895
228178,沅均,新竹縣,湖口鄉光復東路120之1號,03-5971461
988337,湖安,新竹縣,湖口鄉光復東路395號1樓,03-5974735
242565,悠揚,新竹縣,湖口鄉安宅八街1號3號1樓,03-5974482
863458,醫湖,新竹縣,湖口鄉孝勢里忠孝路20號22號,03-5904938
250636,源晟,新竹縣,湖口鄉新興路628號630號,03-5579768
273592,新埔,新竹縣,新埔鎮中正路221號,03-5887237
893655,埔中,新竹縣,新埔鎮中正路617號619號621號,03-5888775
230894,埔山,新竹縣,新埔鎮文山路犁頭山段936號,03-5891755
236283,翰聖,新竹縣,新埔鎮田新路476號478號1樓,03-5887757
284606,源冠,新竹縣,新豐鄉尚仁街92號1樓,03-5572871
914037,豐興,新竹縣,新豐鄉建興路一段128號,03-5599897
988038,世豊,新竹縣,新豐鄉建興路一段173號175號一樓,03-5590282
154943,欣樂,新竹縣,新豐鄉康樂路一段358號,03-5577364
967282,新高湖,新竹縣,新豐鄉新興路403號1樓,03-5571841
210029,學府居,新竹縣,新豐鄉學府街45號47號,03-5575470
130475,關西,新竹縣,關西鎮正義路286-1號1樓,03-5171983
912938,台積三,新竹縣,寶山鄉研新一路9號,03-5797212
130338,台積電,新竹縣,寶山鄉研新二路6號,03-5773140
143552,台積,新竹縣,寶山鄉園區二路168號1樓,03-5790640
154080,積七,新竹縣,寶山鄉園區二路170號1樓,03-5790146
912927,台積二,新竹縣,寶山鄉園區三路121號B1,03-5797355
183343,進一廠,新竹縣,寶山鄉園區三路123號,03-5798620
122290,台積P6,新竹縣,寶山鄉新竹科學園區園區二路166號,03-5798243
212380,千晴,苗栗縣,三義鄉西湖村伯公坑178號,037-873709
141154,大大,苗栗縣,公館鄉大同路160號162號1樓,037-229711
215666,真開,苗栗縣,竹南鎮大厝里開元路412號1樓,037-482127
233712,AP六,苗栗縣,竹南鎮大埔里科專一路1號,037-581340
276281,天文,苗栗縣,竹南鎮天文路176號,037-633952
256782,照南,苗栗縣,竹南鎮佳興里至善街2號,037-479931
233608,科金,苗栗縣,竹南鎮科專六路275號,037-581763
953272,田馨,苗栗縣,苑裡鎮田心里田心段36之3號,037-854380
261278,源栗,苗栗縣,苗栗市水源里14鄰中正路1402號,037-375346
229827,新苗治,苗栗縣,苗栗市北苗里自治路68號,037-371602
