店號,店名,電話,地址
183790,維禮,02-82570705,新北市板橋區四維路276號278號1樓
167846,板維,02-22546684,新北市板橋區四維路345號347號1樓
207919,吉翠,02-82570537,新北市板橋區裕民街53號1.2樓和55號
158602,英海,02-22511636,新北市板橋區雨農路50號1樓、英士路51巷1號1樓
959292,智慧,02-86421397,新北市汐止區大同路二段281號
135768,汐科,02-26498508,新北市汐止區大同路二段167-1號1樓
251846,青山,02-86423480,新北市汐止區新興路83-2號
174121,汐峰,02-26429873,新北市汐止區仁愛路32號34號1樓
164456,福仁,02-26496368,新北市汐止區仁愛路143號1樓福安街51號1樓
174925,東晴,02-26481974,新北市汐止區新台五路二段80號
265443,艾科卡,02-86489199,新北市汐止區茄苳路196號
234003,君勻,02-86487534,新北市汐止區忠孝東路495號1樓
254432,新旭勝,02-26490241,新北市汐止區建成路160巷2號
250429,旭泰,02-26414436,新北市汐止區建成路57巷1號3號
261212,橋東,02-86423691,新北市汐止區建成路31號33號1樓
240972,鄉長,02-26917900,新北市汐止區鄉長路二段16號
277745,白雲,02-26606510,新北市汐止區民權街二段79號1樓
215172,新汐農,02-26414429,新北市汐止區樟樹一路113號115號
891006,潤安,02-26485573,新北市汐止區龍安路32號
274861,汐興,02-26414578,新北市汐止區連興街150號152號1樓
244011,裕隆城,02-89145047,新北市新店區中興路三段70號
257899,坪林北宜,02-26658148,新北市坪林區北宜路八段229.231號1樓
920249,坪林,02-26656655,新北市坪林區北宜路八段138號140號1樓
131179,新市鎮,02-26228481,新北市淡水區新市一路三段18號1樓
228260,新府,02-29689814,新北市板橋區新府路75號B2樓
277686,橫科,02-26608131,新北市汐止區民權街二段28號1樓
256678,林口三井,02-26069475,新北市林口區文化二路一段123號1樓
209627,海廷,02-22707430,新北市土城區裕民路92巷22弄2號1樓
253233,皇裕,02-22707944,新北市土城區裕民路114巷16號1樓
284477,學裕,02-22663508,新北市土城區學成路91巷2號93號1樓
266479,城林,02-22706691,新北市土城區學成路18號20號
981990,全茂,02-82286711,新北市中和區連城路469巷9號11號
211181,利穗,02-22268416,新北市中和區民利街38號1樓
189086,景鑫,02-32349418,新北市中和區中正路683號
174590,世紀,02-82278576,新北市中和區中正路710號1樓K棟
253613,員新,02-22215243,新北市中和區員山路504號
144717,環冠,02-22287912,新北市中和區中山路三段118之6之7之8號
113458,莒光,02-29641491,新北市中和區莒光路138號1樓
198666,城政,02-22668017,新北市土城區中正路69號1樓
188212,新學府,02-22627929,新北市土城區學府路一段223號225號1樓
253565,學城,02-22652690,新北市土城區學府路一段118號
280648,清和,02-22740716,新北市土城區清水路100號
239086,廷寮,02-82627892,新北市土城區清水路252號254號1樓
158646,立金,02-22603255,新北市土城區立德路70號72號
259725,新延,02-82732823,新北市土城區延和路123號125巷1號
279246,金城,02-22633381,新北市土城區金城路三段71號
209616,利吉,02-82731949,新北市土城區延吉街261號
239075,德城,02-22648474,新北市土城區明德路一段139號141號
259150,清仁,02-82628471,新北市土城區青仁路358號清水路21號23號1樓
924665,國和,02-89526934,新北市板橋區和平路29號
258478,廣和,02-29525457,新北市板橋區和平路101巷1號
265328,昇容,02-29581032,新北市板橋區重慶路346巷8號
128047,興板,02-89678162,新北市板橋區德興街20、22、24號
279774,濬家,02-89669773,新北市土城區廣明街2號
254247,華德,02-89664633,新北市板橋區四川路二段47巷3弄8號及8之1號
207403,延福,02-22709027,新北市土城區延平街36號1樓
276292,心心,02-29584608,新北市板橋區實踐路105號107號
236733,慶中,02-29577176,新北市板橋區重慶路194號光明街91號1樓
275576,板慶,02-29556584,新北市板橋區忠孝路37號1樓
200457,民華,02-29649342,新北市中和區民德路270號272號
240363,壽德,02-29520956,新北市中和區壽德街11號1樓
275716,德旺,02-29648813,新北市中和區壽德街22號1樓
891730,佑容,02-29595675,新北市板橋區五權里五權街49號51號
256070,土城中華,02-82624731,新北市土城區中華路二段113號115號
164375,忠華,02-22629661,新北市土城區中華路一段185號187號1樓
275495,皇翔,02-22645433,新北市土城區中央路一段88號1樓、裕民路10-1號.10號.8-1號.8號
276753,新裕生,02-22632523,新北市土城區裕民路57號及55巷2號
209074,華川,02-89668730,新北市板橋區四川路二段245巷11.13號1樓
236308,展龍,02-82732504,新北市土城區學府路二段265號、學海街307號
207126,聖德,02-82733602,新北市土城區明德路二段207號1樓
996202,聖運,02-22730671,新北市土城區明德路二段157.159號
217259,高峰,02-22704792,新北市土城區中央路二段187號
286244,光員,02-22669197,新北市土城區光明街15號
141969,新亞洲,02-22693503,新北市土城區亞洲路110號112號1樓
283429,祥泰,02-22679712,新北市土城區中山路38號
126823,新紫城,02-22681974,新北市土城區福安街38號40號
284374,僑一,02-29685784,新北市板橋區僑中一街104號106號
968089,新僑中,02-29694324,新北市板橋區僑中一街124巷3弄3號
264602,僑興,02-82752965,新北市板橋區僑中二街116巷2號.4號
281515,遠揚,02-89664602,新北市板橋區南雅南路二段124號及二段142巷12號1樓
260747,秋雅,02-89669323,新北市板橋區南雅南路二段144巷14號1樓
241735,華雅,02-29645242,新北市板橋區華東街270號1樓
275705,華貴,02-29645590,新北市板橋區貴興路85號87號1樓
250430,板仁,02-89699941,新北市板橋區大智街93號.大仁街101號
922131,香雅,02-29679674,新北市板橋區南雅西路二段297號299號
262813,坤耀,02-22723226,新北市板橋區南門街39號1F
273776,府中,02-29654479,新北市板橋區府中路82號84號1樓
243937,大合宜,02-29685371,新北市板橋區合宜路173號1樓
255066,板中,02-29672743,新北市板橋區府後街4.4-1.4-2號1樓
119397,館東,02-29560071,新北市板橋區館前東路15、15之1、17號1樓
274827,館慶,02-29514559,新北市板橋區館前東路26號1樓
265041,府運,02-29640712,新北市板橋區重慶路18號20號1樓
280659,民族,02-29575939,新北市板橋區福祿里民族路310號
950745,漢東,02-29534142,新北市板橋區漢生東路309號
249429,海山,02-89611889,新北市板橋區漢生東路310號
115823,雅盛,02-29568540,新北市板橋區漢生東路181號183號1樓
195977,育軒,02-29517986,新北市板橋區漢生東路268號270號1樓
243096,幸運,02-29627165,新北市板橋區區運路78號80號1樓
284765,板府,02-29625901,新北市板橋區中山路一段158巷4號6號1樓
186799,縣東,02-29628655,新北市板橋區縣民大道二段108號1樓
238913,縣道,02-89537937,新北市板橋區縣民大道二段200巷1號3號1樓
241034,板依,02-22569422,新北市板橋區文化路一段188巷38號40號1樓
901710,偉嘉,02-22595486,新北市板橋區文化路一段270巷3弄2號、4號1樓
264026,埔站,02-22555748,新北市板橋區民生路二段237號1樓
275440,新埔站,02-22540159,新北市板橋區民生路二段232號1.2樓之14、232號1.2樓之15
953087,萬板,02-22519201,新北市板橋區莒光路221號223號
865269,議會,02-22542852,新北市板橋區莊敬路60號
262916,武江,02-22504440,新北市板橋區光武街2巷2號
265225,松林,02-22509964,新北市板橋區松江街109巷1號松江街107號
262802,板宏,02-22597549,新北市板橋區宏國路109.111號
283636,家麒,02-22587476,新北市板橋區宏國路27號
281412,鳳展,02-22563103,新北市板橋區吳鳳路23 及25 號1 樓
259323,富海,02-22573656,新北市板橋區長江路一段6號
264783,榮信,02-29963682,新北市新莊區中原里中榮街25鄰90號92號1樓
240477,榮富,02-29972753,新北市新莊區中榮街43號47號
276100,港義,02-22766035,新北市新莊區中港路527號1樓.中義街2號1樓
278405,央福,02-85216479,新北市新莊區中央路128號130號
233631,上利,02-85217449,新北市新莊區中德路27號.29號1樓
275082,都峰苑,02-85218624,新北市新莊區中央路686號1樓
276867,後港,02-22040529,新北市新莊區後港一路76巷14弄1號1樓
238740,林宏,02-22036415,新北市新莊區成功街1號
921714,西盛,02-22084323,新北市新莊區民安西路113號之1
934776,光華,02-22073795,新北市新莊區民安西路388、388-1、390、390-1號
147440,重華,02-28579451,新北市三重區五華街181號185號1樓
136934,蘆權,02-82866843,新北市蘆洲區民權路136號138號1樓
279176,文豪,02-28482734,新北市蘆洲區民族路402號406號1樓
130327,民仁,02-82868495,新北市蘆洲區仁愛街58號60號1樓
151128,健倫,02-22839655,新北市蘆洲區保新里4鄰三民路230號
215622,蘆正,02-22827244,新北市蘆洲區中正路261號
207975,源福,02-29949096,新北市新莊區福壽街29.31號
166131,新茂,02-29900950,新北市新莊區化成路118號120號
957355,莊成,02-29947258,新北市新莊區化成路354號
188751,新化成,02-29920145,新北市新莊區化成路213號1樓
274573,福德三,02-85212274,新北市新莊區福德三街70號72號1樓
279280,頭前,02-85216806,新北市新莊區化成路429-4號
166201,原成,02-85212445,新北市新莊區化成路305號1樓
274997,興頂,02-29990814,新北市三重區中興北街177號
265812,頭成,02-85217145,新北市新莊區化成路698號
276030,樹新,02-26812205,新北市樹林區樹新路245號
244376,大展,02-26876584,新北市樹林區俊英街252號1樓
250463,莊勝,02-22027506,新北市新莊區八德街59號61號1樓
181716,維妮,02-22037122,新北市新莊區四維路23號1樓
119364,后福,02-22051513,新北市新莊區後港一路29號
259105,莊霖,02-22021842,新北市新莊區瓊林路59號之77
231141,莊年,02-22049926,新北市新莊區豐年街55號之8、55之9號
253129,莊泰,02-22023295,新北市新莊區新泰路21號
265856,輔醫,02-29019505,新北市泰山區貴子路57號(右半)61號63號1樓
276258,貴賢,02-29089197,新北市泰山區明志路三段165號1樓2樓、167號1樓
265247,奕真,02-22960960,新北市泰山區明志路二段185號1樓(部份)
215068,仁泰,02-29099380,新北市泰山區明志路二段1號
257774,泰山辭修,02-29008368,新北市泰山區辭修路10-7號1樓
277756,建一,02-32343779,新北市中和區建康路101號
261382,連勝,02-22423559,新北市中和區景平路513號連勝街1號
261360,藍山,02-22455838,新北市中和區南山路41號43號1樓及南山路37巷2號1樓
188267,廣麗,02-82456964,新北市中和區廣福路87號89號91號1樓
163877,連通,02-22446708,新北市中和區圓通路293號
200837,德偉,02-22429271,新北市中和區中興街162號164號
895710,富興,02-22404174,新北市中和區中興里復興路277-1號279號
263115,和復,02-29431063,新北市中和區復興路19號
261337,南勢角,02-29446821,新北市中和區興南路一段55號
950435,孝忠,02-29401045,新北市中和區忠孝街37巷2號
263470,禧緻,02-29448161,新北市中和區華新街156號
233136,華夏,02-89434958,新北市中和區工專路110號112號1樓112號2樓
279925,捷興,02-29423902,新北市中和區興南路一段81號
931054,山佳,02-26808909,新北市樹林區中山路三段85號87號
151003,大智通,02-26685036,新北市樹林區佳園路二段70-1號
252001,樹佳,02-26684654,新北市樹林區佳園路三段31之1號
281663,佳辰,02-89700664,新北市樹林區佳園路三段488號
111946,城雅,02-89706098,新北市樹林區學成路519號1樓
236238,學鼎,02-86726408,新北市三峽區學成路333號1樓
187482,北大成,02-86713490,新北市三峽區學成路301號303號1樓
257866,三峽大學路,02-26739278,新北市三峽區大學路67號69號1樓
239846,龍恩,02-86715410,新北市三峽區國學街13號
278704,大峽,02-86722354,新北市三峽區大學路13鄰147號1樓
278298,新北大,02-26714880,新北市三峽區大學路156號1樓
281766,學勤,02-86721564,新北市三峽區學勤路105號及大德路211號1樓
119238,學林,02-26687903,新北市樹林區大雅路341號343號1樓
174992,金林,02-26843135,新北市板橋區金門街303號305號
136037,金園,02-26864776,新北市板橋區金門街175號
968791,成合,02-86873728,新北市板橋區金門街40號
231509,樹溪,02-26867092,新北市板橋區溪北路43.45號1樓
253901,樹東,02-86869571,新北市樹林區東榮街91巷2弄2、4號1樓
182812,復育,02-26855167,新北市樹林區復興路227號1樓
186995,頂埔,02-22676292,新北市土城區中央路四段274號276號1樓
282080,虹海,02-22678273,新北市土城區中央路四段109號111號1樓
214180,承天,02-22687436,新北市土城區承天路1號
249500,承義,02-22696941,新北市土城區忠承路22號
184184,金裕,02-22706865,新北市土城區裕民路255號1樓
237105,隆城,02-22647617,新北市土城區學士路15巷2號17號1樓
244365,土城,02-22678704,新北市土城區中央路三段42-1號1樓
238326,友勤,02-89701627,新北市樹林區大有路65號1樓
279051,民昇,02-86713134,新北市三峽區民生街136號
230399,山富,02-86714574,新北市三峽區中山路9號1.2樓
959328,綠雅,02-86715490,新北市三峽區文化路122號
185925,榮泰,02-86711644,新北市三峽區文化路63號65巷2號1樓
274436,華晟,02-86720824,新北市三峽區中華路38之1號38之2號1樓
111913,天下,02-26713245,新北市三峽區中正路一段110號112號1樓
230160,安溪,02-35012409,新北市三峽區大同路188、190號
199854,三角湧,02-86722785,新北市三峽區中正路二段200號
250670,中園,02-86715297,新北市三峽區民權街235號1樓
174785,新峽,02-26731461,新北市三峽區民權街184號186號1樓
861131,綠洲,02-26717933,新北市三峽區鳶山里12鄰中山路186號1樓
215769,歌亭,02-26791544,新北市鶯歌區尖山里尖山路150號
179861,樂陶,02-26775483,新北市鶯歌區尖山路276號1樓
207104,金鶯鎮,02-86773990,新北市鶯歌區尖山路217之3號1樓
148568,藝高,02-29972069,新北市新莊區中平路357號
265018,安復,02-29971153,新北市新莊區復興路一段213號
872108,花旗,02-89918896,新北市新莊區中港路132巷26號
262721,中港,02-29978073,新北市新莊區中港路133號
261902,和和,02-29299306,新北市永和區秀朗路二段128號130號1樓
251318,秀和,02-22323741,新北市永和區國中路99號101號
872061,孟揚,02-29235080,新北市永和區林森路62號
281009,宇陽,02-29252456,新北市永和區永利路77號
165541,豫溪,02-29295836,新北市永和區中正路702巷1號3號及中正路710號1樓
188197,仁愛,02-22316781,新北市永和區仁愛路128號130號1樓
152062,元坊,02-29285539,新北市永和區保安路134號136號
930981,龍馬,02-22323194,新北市永和區文化路188號
277871,永和,02-29291091,新北市永和區文化路7號
810410,永興,02-29215441,新北市永和區竹林路98號
262547,永竹,02-29266730,新北市永和區竹林路172號174號1樓
263012,北福,02-89211047,新北市永和區福和路121號1樓2樓
234760,宗美,02-89255722,新北市永和區福和路76巷2號4號1樓
251570,富朋,02-29211897,新北市永和區永和路二段116號
281478,新保捷,02-82316627,新北市永和區保生路22巷2號1樓
126775,水源,02-22477245,新北市中和區中山路二段62號
240329,中安,02-29459706,新北市中和區宜安路62號66號
912282,保鑽,02-29453250,新北市永和區潭墘里安樂路138號140號
978606,昇庚,02-82317044,新北市永和區永貞路182號184號
284145,復美,02-29293764,新北市永和區秀朗路一段146號
239765,永利,02-86605379,新北市永和區永元里永元路93號1樓
265395,新永元,02-29273661,新北市永和區永元路28號30號
216186,添丁,02-29210564,新北市永和區永貞路365號367號1樓
166197,福愛,02-22324404,新北市永和區永平路274號仁愛路242號
211169,園和,02-29263845,新北市永和區仁愛路267號269號
238898,仁寶,02-29272401,新北市永和區仁愛路266號1樓
230643,永美,02-82454186,新北市中和區中山路二段2巷45弄6號8號1樓
240466,環永,02-22326083,新北市永和區環河西路二段231號233號1樓
860655,保生,02-22314015,新北市永和區保安里保生路1號1樓
187910,福真,02-82452305,新北市中和區景平路679號681號
183631,廣美,02-82458352,新北市中和區中和路52號1.2樓
951313,福勝,02-22499480,新北市中和區福祥路156號158號
260932,永保,02-29253091,新北市永和區保平路197號199號1樓
234232,宏圖,02-29265281,新北市永和區保平路10號12號1樓
274724,日昇,02-29273961,新北市中和區中和路326號1樓
283120,日福,02-29209816,新北市中和區中和路380號
240765,昇陽,02-22311802,新北市永和區雙和里1鄰中和路417號419號
138181,保健,02-89411332,新北市中和區保健路2巷1號1樓
263481,宜安,02-29415661,新北市中和區宜安路103號1樓
277734,景陽,02-22433194,新北市中和區景新街29號31號33號
277608,景禮,02-22434828,新北市中和區景安路100號1樓102號1樓104號1樓
216739,福和,02-29408207,新北市中和區秀明里大勇街25巷1號1樓
250496,秀杉,02-29421382,新北市中和區自立路129號131號
181473,永權,02-29440937,新北市永和區民權路32號34號1樓
238245,景旺,02-29485754,新北市中和區成功路1號
259574,雙秀,02-29439003,新北市中和區秀朗路三段40.42號
236319,成金,02-29407020,新北市永和區成功路二段147號149號1樓
276719,秀朗,02-29299747,新北市永和區得和路389號391號1樓
264277,邁群,02-29451487,新北市永和區民生路42號
276627,自立,02-29419487,新北市中和區自立路15巷13號15號1樓
189868,得和,02-29282743,新北市永和區得和路113號1樓
163992,潭安,02-29476442,新北市永和區中正路167號
238876,有民,02-29495640,新北市永和區民有街9號11號1樓
233929,中景,02-29471525,新北市中和區景新街383巷66號68號1樓
259910,上晟,02-85312145,新北市泰山區信華五街126號128號1樓
932851,武仁,02-29007082,新北市泰山區仁愛路100巷26號28號30號
262581,公園賞,02-85315095,新北市泰山區仁愛路66號
264716,福興,02-22979975,新北市泰山區全興路165號
120722,泰陽,02-29047256,新北市泰山區新北大道六段468號470號
174257,一級棒,02-29018947,新北市新莊區新北大道七段482號
282987,丹鳳,02-29071573,新北市新莊區新北大道七段842號
251204,迴龍站,02-29015542,新北市新莊區中正路895號895號之1號
211723,龍莊,02-29072802,新北市新莊區中正路893巷38號
131777,鳳祥,02-29072129,新北市新莊區中正路708-2號
132633,添祥,02-29012645,新北市新莊區天祥街22號24號1樓
893448,采旺,02-29087919,新北市新莊區天祥街74號
252399,雙鳳,02-29081398,新北市新莊區雙鳳路114號1樓
233907,溪園,02-86673801,新北市新店區溪園路391之1號1樓
251019,青新,02-22185931,新北市新店區中山路137號1樓
185534,南強,02-89147488,新北市新店區中興路三段168號1F
279855,大坪林,02-29101292,新北市新店區民權路18號
906748,同仁,02-22187490,新北市新店區民權路96號
189905,正民,02-82193475,新北市新店區中正路508號1樓
264325,正鵬,02-86672490,新北市新店區中正路688號690號1樓
958901,寶中,02-86653843,新北市新店區寶慶街66號
155566,新順安,02-29118504,新北市新店區順安街51號53號1樓
996121,連豐,02-89116434,新北市新店區大豐路12號
279110,雙鑫,02-86658848,新北市新店區北新路二段169號
266457,慶忠,02-29117063,新北市新店區北新路二段121巷1號
239329,寶新,02-29137463,新北市新店區北新路二段57號
277446,德正,02-29185319,新北市新店區德正街23巷1號
152132,寶福,02-86653467,新北市新店區寶橋路78巷3號1F
235877,七張站,02-89147446,新北市新店區北新路二段152巷2號
241436,新極景,02-29109385,新北市新店區北新路二段252-1號
264679,鑫鋒,02-89147643,新北市新店區北新路一段90號1樓
278623,楓華,02-89115356,新北市新店區中華路20號1樓
170705,北新,02-29152711,新北市新店區北新路一段289號291號
217237,冠冠,02-29131493,新北市新店區北新路一段231號1樓新生街1號1樓
185947,新贊,02-29138103,新北市新店區北新路一段14號1樓
283555,天闊,02-89123449,新北市新店區環河路16號1樓
991333,新明,02-29127361,新北市新店區光明街140號
229322,能仁,02-29106181,新北市新店區光明街38號
267690,碧湖,02-86659633,新北市新店區文中路2號1樓2樓
260563,萊茵,02-22174019,新北市新店區竹林路30巷1號.3號1樓
276801,北宜,02-22174891,新北市新店區北宜路二段82-2號82-3號1樓
212461,銀河,02-22179313,新北市新店區北宜路二段269號271號
980090,新燕,02-26667848,新北市新店區新烏路二段382號384號1樓
880833,真誠,02-26642915,新北市深坑區北深路三段263號
187622,北深,02-26640166,新北市深坑區北深路二段183號
255963,深坑埔新,02-26629460,新北市深坑區北深路二段57.59.61號
237172,平埔,02-26645195,新北市深坑區文化街82號
233217,鑫浦深,02-26628761,新北市深坑區文化街116號118號1樓
963567,埔昇,02-26645677,新北市深坑區埔新街63號65號1樓
253521,及人,02-86663157,新北市新店區安民街72號
195896,安博,02-22125845,新北市新店區安民街154號154-1號1樓
164685,凡賽絲,02-22120010,新北市新店區安民街290號292號1樓
197434,安德,02-22125348,新北市新店區安德街8號10號12號1樓
250290,安康,02-22124641,新北市新店區安德街70號72號1樓+2樓
276579,全新,02-22127952,新北市新店區安康路二段147號1樓
263562,涵碧,02-22122274,新北市新店區永業路6號6之1號8號
110998,百豐,02-86669386,新北市新店區安康路一段168號1樓
187769,景大,02-22120371,新北市新店區安忠路69號1樓71巷1號1樓
262558,安峰,02-22129645,新北市新店區安康路二段350之3號
256232,新店雙城,02-22151078,新北市新店區安康路三段96號
255158,玫瑰,02-22145677,新北市新店區玫瑰路58巷4號地下室
234494,富貴,02-22144820,新北市新店區富貴街9巷2號、6號1樓2樓
275613,康曜,02-22158391,新北市新店區安康路三段41號1樓
249865,新店,02-22125434,新北市新店區碧潭路14號1樓
261717,小碧潭,02-89136445,新北市新店區中央路157號1樓
264680,新福民,02-22196485,新北市新店區中央路135號1樓
275989,真親切,02-22199322,新北市新店區中央路212號214號
256715,新店豐和,02-22184796,新北市新店區央北一路100號
258249,新店中正,02-22186254,新北市新店區中正路396號398號
173542,福德,02-29139545,新北市新店區三民路179號1樓
149538,福強,02-29161926,新北市新店區三民路147之1號149號1樓
250740,美河,02-29182854,新北市新店區三民路35巷2號
188278,百福,02-29160810,新北市新店區三民路50號52號1樓
996903,百和,02-29128626,新北市新店區中正路306號308號1樓
211147,百建,02-29184510,新北市新店區民族路239號241號1樓
263355,嶄新,02-89146919,新北市新店區中正路57-2號1樓
277343,鎮鑫,02-89146427,新北市新店區中興路一段289號
263344,中行,02-29128620,新北市新店區中興路一段193號195號1樓
282574,五峰,02-29105740,新北市新店區中興路一段252號
143688,統客,02-29143624,新北市新店區寶興路49號
283418,寶隆,02-29175990,新北市新店區寶橋路69號1樓
228226,寶興,02-29162045,新北市新店區寶橋路88號1樓
273916,新寶橋,02-89145826,新北市新店區寶橋路192號
199821,寶科,02-89118174,新北市新店區寶橋路235巷5號1樓
173841,寶強,02-89145258,新北市新店區寶中路88號1樓
252492,鑫左岸,02-22254620,新北市中和區中原街120號122號1樓
278232,光環,02-29647641,新北市板橋區光環路二段68號70號1樓
244387,板和,02-29553278,新北市板橋區三民路二段145號145-1號153巷1號
243236,板樂,02-29640581,新北市板橋區三民路二段35巷11號1樓
278911,佳翰,02-29635853,新北市板橋區中山路二段170號
282172,家豐,02-29573209,新北市板橋區中山路二段137號1樓
284514,勝多,02-29613848,新北市板橋區縣民大道三段270巷2-6號
262684,埔墘,02-29614894,新北市板橋區永豐街87號1樓
872441,千群,02-89612979,新北市板橋區東丘里民享街53號
953663,青蘋果,02-29629746,新北市板橋區中山路二段531巷17弄20號
844907,龍翠,02-22538130,新北市板橋區雙十路二段138之1號138之2號
174062,雙源,02-82527754,新北市板橋區雙十路二段47巷30號32號
260105,重慶,02-29570341,新北市板橋區重慶路75號75號之2 一樓
284949,板安,02-29514455,新北市板橋區長安街202.204號
266103,長漢,02-29550170,新北市板橋區長安街331巷109號111號
163730,戰國,02-29541991,新北市板橋區永豐街173號175號
158691,瑞林,02-22588414,新北市板橋區龍翠里大同街52號
217204,懷翠,02-22504367,新北市板橋區懷德街203號205號1樓
239662,文聖,02-22589508,新北市板橋區文聖街64號1樓.松柏街96號1樓
284754,懷民,02-22504664,新北市板橋區民治街111號
855206,懷德,02-22554373,新北市板橋區懷德街55號57號
211413,丁煌,02-22554780,新北市板橋區文化路二段227號、229號1樓
276007,埔運,02-82524260,新北市板橋區民生路三段40號42號1樓
241698,埔西,02-22557139,新北市板橋區文化路一段393號1、2樓
281423,致理,02-22556976,新北市板橋區陽明街23巷29號1樓
921998,緯中,02-29657833,新北市板橋區中正路21號23號
148948,板權,02-22720703,新北市板橋區民權路198、200號
228112,墩璞,02-89697016,新北市板橋區中正路106號1樓
216304,大庭,02-29607369,新北市板橋區國光里6鄰國光路65號1樓
252034,國庭,02-29651700,新北市板橋區國光路1號3號1樓
216153,正華,02-29681440,新北市板橋區中正路274號276號
126890,瑞新,02-89683252,新北市板橋區瑞安街75號
284086,中一,02-29654415,新北市板橋區中正路332之5號1樓
278335,板橋中正,02-29664058,新北市板橋區中正路379巷3弄1號3號
239499,鶯瓷,02-26776941,新北市鶯歌區尖山埔路100號102號
277309,福隆站,02-24991826,新北市貢寮區福隆里福隆街8號1樓
195058,金澳底,02-24903580,新北市貢寮區仁和路218號1樓
255044,貢寮,02-24903435,新北市貢寮區仁和路9號
197386,麗寶,02-26002592,新北市林口區文化北路一段301號1樓
252698,遠來,02-26017102,新北市林口區仁愛路二段510號1樓
254856,旺來,02-86014442,新北市林口區文化三路二段20號1樓
231598,未央,02-26015949,新北市林口區文化三路二段283.283-1號
281065,幸福市,02-26022319,新北市林口區文化三路二段302號1樓
250533,立軒,02-26018410,新北市林口區文化一路一段200號202號1樓2樓
262363,東學,02-26016049,新北市林口區東湖路100號1樓
947934,卿斳,02-26015984,新北市林口區竹林路48號
250898,正翔,02-26014007,新北市林口區中正路285.287號
264808,新林口,02-26035613,新北市林口區中正路90號92號1樓
284710,愛鄉,02-86012278,新北市林口區仁愛路二段140號142號1樓
228983,林旺,02-86019016,新北市林口區仁愛路二段196號1樓
890634,觀林,02-26035527,新北市林口區林口路78號、82號1樓
252333,霖口,02-26032893,新北市林口區中山路250號250之3號1樓
284282,麗興,02-26093347,新北市林口區麗園一街11巷1號1樓之2
119571,香賓,02-26088040,新北市林口區忠孝路382號1樓
251433,德園,02-26068918,新北市林口區文化二路一段120巷1之1號
174165,德聖,02-26090148,新北市林口區公園路17號
279431,安林,02-26082671,新北市林口區文化二路一段24號26號
264967,長曜,02-26068451,新北市林口區文化三路一段249巷36號.38號1樓
968023,采鋺,02-26007384,新北市林口區文化三路一段368號
966603,興林,02-26009072,新北市林口區南勢村南勢街278號280號
183402,民揚,02-22952225,新北市五股區新五路二段572號1樓
255941,垶岳,02-22951274,新北市五股區新五路二段281號1樓及夾層
234243,芳洲,02-22951641,新北市五股區新城八路9號
165703,福泰,02-22933841,新北市五股區五福路49號51號1樓
962380,大五股,02-22953630,新北市五股區成泰路二段81號
277479,成泰,02-22935446,新北市五股區成泰路二段84號1樓
977636,新圓山,02-22926587,新北市五股區成泰路一段191號、193號
890601,水碓,02-22917335,新北市五股區水碓路14號1樓、16巷2號1樓
212520,鴻運,02-22953564,新北市五股區水碓一路1號
921149,登福,02-82952765,新北市五股區登林路76之3號
277468,泰山,02-22975073,新北市泰山區楓江路22號24號
985671,利客來,02-22953384,新北市五股區成泰路三段419號
978640,泰股,02-22936457,新北市五股區成泰路三段577巷24號
254281,成曜,02-82921773,新北市五股區凌雲路一段87號89號91號1樓
207746,浩瀚,02-26185995,新北市八里區龍形二街2-11號
238979,左岸,02-26108502,新北市八里區龍米路二段230號之1號之2號1樓
165390,西雅圖,02-86305421,新北市八里區中山路二段151號153號1樓
852230,益彰,02-26102771,新北市八里區中山路二段409號411號
165596,元町,02-26708742,新北市鶯歌區光明街128號130號1樓
982328,長虹,02-26789855,新北市鶯歌區鶯桃路432號1樓
242428,新城,02-86780704,新北市鶯歌區國際二路6巷3號5號1樓
241779,鳳鶯,02-26789082,新北市鶯歌區鳳三路25號
208912,鳳鳴,02-86775974,新北市鶯歌區永和街115巷44.46號1樓
253680,龍武,02-26790702,新北市鶯歌區龍五路89號
236146,鳳龍,02-86777645,新北市鶯歌區鳳鳴路541號543號1樓
190190,新陽,02-29898294,新北市三重區三陽路62號64號
259138,捷新,02-29745184,新北市三重區重新路四段91號91-1號
251097,真旺,02-29742151,新北市三重區成功路50巷1號
236489,三松,02-29742517,新北市三重區成功二街50號、52號
252126,集成,02-29701031,新北市三重區環河南路254巷43之1、43之2號
279327,集美,02-29772012,新北市三重區集美街107號
260976,里春,02-29741095,新北市三重區中正南路125、127號1樓
199832,美吉,02-29741941,新北市三重區集美街223號225號
251086,集興,02-29743480,新北市三重區光明里24鄰集美街202號
235589,成佳,02-29749063,新北市三重區成功路145巷44、46號
276454,重美,02-29748754,新北市三重區重新路四段100號102號1樓
173999,重安,02-29724075,新北市三重區重安街60號及60-1號
279796,美圳,02-29862234,新北市三重區過圳街14.16號1樓
149284,重新,02-29717873,新北市三重區重新路四段45號
279073,新洛華,02-29844685,新北市三重區中華路113號115號
275521,田豐,02-29840325,新北市三重區三民街150.152號
888158,明益,02-89882175,新北市三重區忠孝路三段61號
900924,頂華,02-29875488,新北市三重區頂崁街189號
128863,三安,02-29835596,新北市三重區正義北路235號
167949,長壽,02-29817585,新北市三重區正義北路198號200號1樓
208473,義強,02-29813001,新北市三重區正義北路131.133號
283360,長元,02-29777863,新北市三重區長元街2-2號
280235,福濱,02-29761371,新北市三重區龍濱路51號53號1樓
