店號,店名,縣巿,地址,電話
278298,新北大,新北市,三峽區大學路156號1樓,02-26714880
257866,三峽大學路,新北市,三峽區大學路67號69號1樓,02-26739278
230399,山富,新北市,三峽區中山路9號1.2樓,02-86714574
199854,三角湧,新北市,三峽區中正路二段200號,02-86722785
239927,金銘,新北市,三峽區介壽路一段27號,02-86741722
959328,綠雅,新北市,三峽區文化路122號,02-86715490
185925,榮泰,新北市,三峽區文化路63號65巷2號1樓,02-86711644
279051,民昇,新北市,三峽區民生街136號,02-86713134
252654,萬誠,新北市,三峽區民生街25號,02-26748742
250670,中園,新北市,三峽區民權街235號1樓,02-86715297
262673,豐康,新北市,三峽區成福路241號,02-26726462
861131,綠洲,新北市,三峽區鳶山里12鄰中山路186號1樓,02-26717933
187482,北大成,新北市,三峽區學成路301號303號1樓,02-86713490
281766,學勤,新北市,三峽區學勤路105號及大德路211號1樓,02-86721564
283429,祥泰,新北市,土城區中山路38號,02-22679712
211354,央和,新北市,土城區中央路一段307.309號1樓,02-22707885
275495,皇翔,新北市,土城區中央路一段88號1樓、裕民路10-1號.10號.8-1號.8號,02-22645433
217259,高峰,新北市,土城區中央路二段187號,02-22704792
239433,摩漾,新北市,土城區中央路二段61巷21號1樓,02-82733155
282080,虹海,新北市,土城區中央路四段109號111號1樓,02-22678273
186995,頂埔,新北市,土城區中央路四段274號276號1樓,02-22676292
198666,城政,新北市,土城區中正路69號1樓,02-22668017
164375,忠華,新北市,土城區中華路一段185號187號1樓,02-22629661
158646,立金,新北市,土城區立德路70號72號,02-22603255
141969,新亞洲,新北市,土城區亞洲路110號112號1樓,02-22693503
209616,利吉,新北市,土城區延吉街261號,02-82731949
259725,新延,新北市,土城區延和路123號125巷1號,02-82732823
285779,承義,新北市,土城區忠承路22號,02-22696941
956662,城運,新北市,土城區承天路10號、10-1號1樓,02-22688683
214180,承天,新北市,土城區承天路1號,02-22687436
267254,金峰,新北市,土城區明峰街10號12號,02-22707911
239075,德城,新北市,土城區明德路一段139號141號,02-22648474
883924,上北可,新北市,土城區明德路一段232號,02-22668183
996202,聖運,新北市,土城區明德路二段157.159號,02-22730671
207126,聖德,新北市,土城區明德路二段207號1樓,02-82733602
273514,員信,新北市,土城區金城路一段131號1樓,02-82733614
239086,廷寮,新北市,土城區清水路252號254號1樓,02-82627892
253233,皇裕,新北市,土城區裕民路114巷16號1樓,02-22707944
184184,金裕,新北市,土城區裕民路255號1樓,02-22706865
276753,新裕生,新北市,土城區裕民路57號及55巷2號,02-22632523
209627,海廷,新北市,土城區裕民路92巷22弄2號1樓,02-22707430
279774,濬家,新北市,土城區廣明街2號,02-89669773
237105,隆城,新北市,土城區學士路15巷2號17號1樓,02-22647617
266479,城林,新北市,土城區學成路18號20號,02-22706691
284477,學裕,新北市,土城區學成路91巷2號93號1樓,02-22663508
233136,華夏,新北市,中和區工專路110號112號1樓112號2樓,02-89434958
152006,漳和,新北市,中和區中山路二段131-6號,02-22452548
293459,永美,新北市,中和區中山路二段2巷45弄6號8號1樓,02-82454186
266952,圓和,新北市,中和區中正路275號1樓,02-22424612
189086,景鑫,新北市,中和區中正路683號,02-32349418
174590,世紀,新北市,中和區中正路710號1樓K棟,02-82278576
285355,日昇,新北市,中和區中和路326號1樓,02-29273961
183631,廣美,新北市,中和區中和路52號1.2樓,02-82458352
252492,鑫左岸,新北市,中和區中原街120號122號1樓,02-22254620
895710,富興,新北市,中和區中興里復興路277-1號279號,02-22404174
200837,德偉,新北市,中和區中興街162號164號,02-22429271
200457,民華,新北市,中和區民德路270號272號,02-29649342
234999,佑鑫,新北市,中和區立德街180號1樓,02-22225901
238245,景旺,新北市,中和區成功路1號,02-29485754
250496,秀杉,新北市,中和區自立路129號131號,02-29421382
276627,自立,新北市,中和區自立路15巷13號15號1樓,02-29419487
216739,福和,新北市,中和區秀明里大勇街25巷1號1樓,02-29408207
259574,雙秀,新北市,中和區秀朗路三段40.42號,02-29439003
263481,宜安,新北市,中和區宜安路103號1樓,02-29415661
281618,永宜,新北市,中和區宜安路118巷22號24號1樓,02-32333935
292858,保健,新北市,中和區保健路2巷1號1樓,02-89411332
216821,永華,新北市,中和區南山路127巷18弄42號1樓,02-22433147
261360,藍山,新北市,中和區南山路41號43號1樓及南山路37巷2號1樓,02-22455838
261979,永振,新北市,中和區南華路14號,02-22425124
238429,建六,新北市,中和區建六路62號,02-22228354
277756,建一,新北市,中和區建康路101號,02-32343779
282079,員和,新北市,中和區員山路118號120號1樓,02-22214419
253613,員新,新北市,中和區員山路504號,02-22215243
122865,杰明,新北市,中和區泰和街25號1樓,02-22425701
981990,全茂,新北市,中和區連城路469巷9號11號,02-82286711
261382,連勝,新北市,中和區景平路513號連勝街1號,02-22423559
284101,冠德,新北市,中和區景平路71-5號,02-29405370
261463,福美,新北市,中和區景平路756號756之1號758號758之1號,02-22437842
277608,景禮,新北市,中和區景安路100號1樓102號1樓104號1樓,02-22434828
277734,景陽,新北市,中和區景新街29號31號33號,02-22433194
233929,中景,新北市,中和區景新街383巷66號68號1樓,02-29471525
230126,華順,新北市,中和區華安街16巷1號,02-29579425
263470,禧緻,新北市,中和區華新街156號,02-29448161
163877,連通,新北市,中和區圓通路293號,02-22446708
242831,和醫三,新北市,中和區圓通路301號1樓(雙和醫院第三醫大樓),02-22437073
196420,新生,新北市,中和區新生街243號245號1樓,02-22225809
275716,德旺,新北市,中和區壽德街22號1樓,02-29648813
265030,吉客,新北市,中和區德光路90號92號1樓,02-89535763
284112,橋和,新北市,中和區橋和路99號1樓,02-22214135
279925,捷興,新北市,中和區興南路一段81號,02-29423902
260378,飛駝,新北市,中和區興南路二段159巷10號,02-89422923
186825,頂新,新北市,中和區興南路二段49號51號1樓,02-29493001
956835,福臨,新北市,五股區工商路150號152號,02-82921740
259611,工商,新北市,五股區工商路153號153-1號1樓,02-22953192
165703,福泰,新北市,五股區五福路49號51號1樓,02-22933841
890601,水碓,新北市,五股區水碓路14號1樓、16巷2號1樓,02-22917335
977636,新圓山,新北市,五股區成泰路一段191號、193號,02-22926587
248839,成旺,新北市,五股區成泰路三段212號216號218號1樓,02-82922814
985671,利客來,新北市,五股區成泰路三段419號,02-22953384
978640,泰股,新北市,五股區成泰路三段577巷24號,02-22936457
186191,洲子洋,新北市,五股區芳洲八路107號109號111號1.2樓,02-82925292
921149,登福,新北市,五股區登林路76之3號,02-82952765
255941,垶岳,新北市,五股區新五路二段281號1樓及夾層,02-22951274
183402,民揚,新北市,五股區新五路二段572號1樓,02-22952225
234243,芳洲,新北市,五股區新城八路9號,02-22951641
267807,永鑽,新北市,永和區中山路一段110號1樓,02-89214016
189765,永平,新北市,永和區中山路一段149至153號,02-29279417
885698,民光,新北市,永和區中正路166號,02-29459258
163992,潭安,新北市,永和區中正路167號,02-29476442
165541,豫溪,新北市,永和區中正路702巷1號3號及中正路710號1樓,02-29295836
188197,仁愛,新北市,永和區仁愛路128號130號1樓,02-22316781
268040,保福,新北市,永和區仁愛路202巷16號及保福路二段109巷43號,02-86603623
238898,仁寶,新北市,永和區仁愛路266號1樓,02-29272401
211169,園和,新北市,永和區仁愛路267號269號,02-29263845
930981,龍馬,新北市,永和區文化路188號,02-22323194
277871,永和,新北市,永和區文化路7號,02-29291091
238876,有民,新北市,永和區民有街9號11號1樓,02-29495640
181473,永權,新北市,永和區民權路32號34號1樓,02-29440937
265395,新永元,新北市,永和區永元路28號30號,02-29273661
229757,新永愛,新北市,永和區永平路314號316號1樓,02-22331578
281009,宇陽,新北市,永和區永利路77號,02-29252456
251570,富朋,新北市,永和區永和路二段116號,02-29211897
978606,昇庚,新北市,永和區永貞路182號184號,02-82317044
262547,永竹,新北市,永和區竹林路172號174號1樓,02-29266730
810410,永興,新北市,永和區竹林路98號,02-29215441
284145,復美,新北市,永和區秀朗路一段146號,02-29293764
872061,孟揚,新北市,永和區林森路62號,02-29235080
234232,宏圖,新北市,永和區保平路10號12號1樓,02-29265281
286200,保平,新北市,永和區保平路135號,02-29239344
260932,永保,新北市,永和區保平路197號199號1樓,02-29253091
281478,新保捷,新北市,永和區保生路22巷2號1樓,02-82316627
860655,保生,新北市,永和區保安里保生路1號1樓,02-22314015
152062,元坊,新北市,永和區保安路134號136號,02-29285539
251318,秀和,新北市,永和區國中路99號101號,02-22323741
234760,宗美,新北市,永和區福和路76巷2號4號1樓,02-89255722
912282,保鑽,新北市,永和區潭墘里安樂路138號140號,02-29453250
240466,環永,新北市,永和區環河西路二段231號233號1樓,02-22326083
262237,富貴角,新北市,石門區大溪墘2-1號1樓,02-26383246
990204,聯合報,新北市,汐止區大同路一段369號1樓,02-26484793
959292,智慧,新北市,汐止區大同路二段281號,02-86421397
279257,旭昇,新北市,汐止區大同路三段332號,02-86478304
180506,鎮天,新北市,汐止區大同路三段611之5號611之6號1樓,02-26905907
164456,福仁,新北市,汐止區仁愛路143號1樓福安街51號1樓,02-26496368
280280,福安,新北市,汐止區仁愛路178號180號1樓,02-86919702
174121,汐峰,新北市,汐止區仁愛路32號34號1樓,02-26429873
277745,白雲,新北市,汐止區民權街二段79號1樓,02-26606510
128737,富鄰,新北市,汐止區宜興街6號8號1樓,02-26601799
167732,湖前,新北市,汐止區明峰街120號1樓,02-26958128
274698,明峰,新北市,汐止區明峰街179之1號,02-26944744
254432,新旭勝,新北市,汐止區建成路160巷2號,02-26490241
250429,旭泰,新北市,汐止區建成路57巷1號3號,02-26414436
275510,茄安,新北市,汐止區茄苳路259號1樓,02-86477286
230562,鑫東冠,新北市,汐止區康寧街459巷3號1樓2樓5號1樓,02-26949521
274861,汐興,新北市,汐止區連興街150號152號1樓,02-26414578
254524,湖鑫,新北市,汐止區湖前街37號1樓39號1樓,02-26943740
240972,鄉長,新北市,汐止區鄉長路二段16號,02-26917900
174925,東晴,新北市,汐止區新台五路二段80號,02-26481974
251846,青山,新北市,汐止區新興路83-2號,02-86423480
273949,勝福,新北市,汐止區福德一路98號100號(夾層)樓,02-86934526
194435,德厚,新北市,汐止區福德二路189號1樓,02-26956411
267058,汐德,新北市,汐止區福德二路49號.51號.53號,02-26923642
239400,樟福,新北市,汐止區樟樹一路256號258號1樓,02-26434449
891006,潤安,新北市,汐止區龍安路32號,02-26485573
257899,坪林北宜,新北市,坪林區北宜路八段229.231號1樓,02-26658148
125613,新翠華,新北市,板橋區三民路一段31巷14號16號,02-29547438
244387,板和,新北市,板橋區三民路二段145號145-1號153巷1號,02-29553278
243236,板樂,新北市,板橋區三民路二段35巷11號1樓,02-29640581
151380,觀泰,新北市,板橋區大觀路二段174巷166弄2號4號,02-29686509
284765,板府,新北市,板橋區中山路一段158巷4號6號1樓,02-29625901
282172,家豐,新北市,板橋區中山路二段137號1樓,02-29573209
278911,佳翰,新北市,板橋區中山路二段170號,02-29635853
953663,青蘋果,新北市,板橋區中山路二段531巷17弄20號,02-29629746
228112,墩璞,新北市,板橋區中正路106號1樓,02-89697016
921998,緯中,新北市,板橋區中正路21號23號,02-29657833
216153,正華,新北市,板橋區中正路274號276號,02-29681440
891730,佑容,新北市,板橋區五權里五權街49號51號,02-29595675
286325,新板橋,新北市,板橋區文化路一段135號,02-29686041
241034,板依,新北市,板橋區文化路一段188巷38號40號1樓,02-22569422
241698,埔西,新北市,板橋區文化路一段393號1、2樓,02-22557139
211413,丁煌,新北市,板橋區文化路二段227號、229號1樓,02-22554780
239662,文聖,新北市,板橋區文聖街64號1樓.松柏街96號1樓,02-22589508
198910,新海,新北市,板橋區文德里新海路138號,02-82525425
209074,華川,新北市,板橋區四川路二段245巷11.13號1樓,02-89668730
237552,維群,新北市,板橋區四維路139號,02-22596008
183790,維禮,新北市,板橋區四維路276號278號1樓,02-82570705
167846,板維,新北市,板橋區四維路345號347號1樓,02-22546684
275440,新埔站,新北市,板橋區民生路二段232號1.2樓之14、232號1.2樓之15,02-22540159
276007,埔運,新北市,板橋區民生路三段40號42號1樓,02-82524260
293909,泰民,新北市,板橋區民族路222巷13.15號1樓,02-29596511
163730,戰國,新北市,板橋區永豐街173號175號,02-29541991
243878,漢光,新北市,板橋區光正街12號1樓,02-29653875
243937,大合宜,新北市,板橋區合宜路173號1樓,02-29685371
262802,板宏,新北市,板橋區宏國路109.111號,02-22597549
283636,家麒,新北市,板橋區宏國路27號,02-22587476
924665,國和,新北市,板橋區和平路29號,02-89526934
285481,板中,新北市,板橋區府後街4.4-1.4-2號1樓,02-29672743
294061,千群,新北市,板橋區東丘里民享街53號,02-89612979
265225,松林,新北市,板橋區松江街109巷1號松江街107號,02-22509964
136037,金園,新北市,板橋區金門街175號,02-26864776
174992,金林,新北市,板橋區金門街303號305號,02-26843135
284949,板安,新北市,板橋區長安街202.204號,02-29514455
232258,富江,新北市,板橋區長江路一段110.112號1樓,02-22598087
259323,富海,新北市,板橋區長江路一段6號,02-22573656
158602,英海,新北市,板橋區雨農路50號1樓、英士路51巷1號1樓,02-22511636
262813,坤耀,新北市,板橋區南門街39號1F,02-22723226
277826,園林,新北市,板橋區南雅西路二段102號104號1樓,02-89698424
260747,秋雅,新北市,板橋區南雅南路二段144巷14號1樓,02-89669323
260105,重慶,新北市,板橋區重慶路75號75號之2 一樓,02-29570341
294016,大庭,新北市,板橋區國光里6鄰國光路65號1樓,02-29607369
238599,國府,新北市,板橋區國光路184號186號1樓,02-89698428
252034,國庭,新北市,板橋區國光路1號3號1樓,02-29651700
865269,議會,新北市,板橋區莊敬路60號,02-22542852
953087,萬板,新北市,板橋區莒光路221號223號,02-22519201
113779,春秋,新北市,板橋區莒光路40巷16號,02-22567192
280567,華富,新北市,板橋區華江一路501號1.2樓.503號1.2樓,02-22548927
275705,華貴,新北市,板橋區貴興路85號87號1樓,02-29645590
279545,維陽,新北市,板橋區陽明街158號160號1樓,02-22544725
281423,致理,新北市,板橋區陽明街23巷29號1樓,02-22556976
231509,樹溪,新北市,板橋區溪北路43.45號1樓,02-26867092
207919,吉翠,新北市,板橋區裕民街53號1.2樓和55號,02-82570537
284374,僑一,新北市,板橋區僑中一街104號106號,02-29685784
968089,新僑中,新北市,板橋區僑中一街124巷3弄3號,02-29694324
276292,心心,新北市,板橋區實踐路105號107號,02-29584608
147989,新兆圓,新北市,板橋區實踐路34號34-1號1樓,02-89646258
234081,吉佳,新北市,板橋區漢生西路89巷5弄5.7號,02-22547371
115823,雅盛,新北市,板橋區漢生東路181號183號1樓,02-29568540
195977,育軒,新北市,板橋區漢生東路268號270號1樓,02-29517986
950745,漢東,新北市,板橋區漢生東路309號,02-29534142
249429,海山,新北市,板橋區漢生東路310號,02-89611889
280659,民族,新北市,板橋區福祿里民族路310號,02-29575939
910688,糧驛,新北市,板橋區德翠里龍泉街93號、95號1樓,02-22562936
128047,興板,新北市,板橋區德興街20、22、24號,02-89678162
284514,勝多,新北市,板橋區縣民大道三段270巷2-6號,02-29613848
119397,館東,新北市,板橋區館前東路15、15之1、17號1樓,02-29560071
274827,館慶,新北市,板橋區館前東路26號1樓,02-29514559
844907,龍翠,新北市,板橋區雙十路二段138之1號138之2號,02-22538130
217204,懷翠,新北市,板橋區懷德街203號205號1樓,02-22504367
250898,正翔,新北市,林口區中正路285.287號,02-26014007
264808,新林口,新北市,林口區中正路90號92號1樓,02-26035613
281803,長坤,新北市,林口區文化一路一段43號1樓,02-26001344
256678,林口三井,新北市,林口區文化二路一段123號1樓,02-26069475
279431,安林,新北市,林口區文化二路一段24號26號,02-26082671
164892,未來,新北市,林口區文化二路一段571號1樓2樓,02-26035631
968023,采鋺,新北市,林口區文化三路一段368號,02-26007384
287410,旺來,新北市,林口區文化三路二段20號1樓,02-86014442
281065,幸福市,新北市,林口區文化三路二段302號1樓,02-26022319
197386,麗寶,新北市,林口區文化北路一段301號1樓,02-26002592
285551,東學,新北市,林口區東湖路100號1樓,02-26016049
284282,麗興,新北市,林口區麗園一街11巷1號1樓之2,02-26093347
238902,金美,新北市,金山區中山路143號145號,02-24985386
932851,武仁,新北市,泰山區仁愛路100巷26號28號30號,02-29007082
262581,公園賞,新北市,泰山區仁愛路66號,02-85315095
264716,福興,新北市,泰山區全興路165號,02-22979975
280383,滿泰,新北市,泰山區明志路一段28、30號1樓,02-22978381
265247,奕真,新北市,泰山區明志路二段185號1樓(部份),02-22960960
294326,仁泰,新北市,泰山區明志路二段1號,02-29099380
276258,貴賢,新北市,泰山區明志路三段165號1樓2樓、167號1樓,02-29089197
259910,上晟,新北市,泰山區信華五街126號128號1樓,02-85312145
231439,貴志,新北市,泰山區貴子路13.13-1號1樓,02-29047068
277468,泰山,新北市,泰山區楓江路22號24號,02-22975073
188946,十八甲,新北市,泰山區福興一街87號,02-85314338
910552,那魯灣,新北市,烏來區烏來里溫泉街80號,02-26616123
277309,福隆站,新北市,貢寮區福隆里福隆街8號1樓,02-24991826
287476,摩天灣,新北市,淡水區中山北路一段257號1樓,02-26252063
275303,金滬,新北市,淡水區中山路66號1.2樓.66-1號1樓,02-26223092
277859,海正,新北市,淡水區中正東路一段113號115號115-1號,02-26256490
286978,紅林站,新北市,淡水區中正東路二段65號,02-26242082
900429,金寶,新北市,淡水區中正路169號,02-26297608
231451,渡船頭,新北市,淡水區中正路號55號及55-1號,02-26257540
236021,源豐,新北市,淡水區水源街一段118號1樓,02-26210931
265269,源德,新北市,淡水區水源街一段75-2號1樓,02-26265872
961778,淡欣,新北市,淡水區水源街二段104號,02-26210745
289508,淡北,新北市,淡水區北新路117-3號,02-26239014
170107,金星,新北市,淡水區北新路65號,02-26260905
252919,立竹,新北市,淡水區民族路58號1樓2樓,02-88092553
241089,竹圍,新北市,淡水區民權路109號111號1樓,02-28091574
284695,馥竹,新北市,淡水區民權路187巷19號1樓,02-28086729
282091,吉發,新北市,淡水區自強路275號,02-28084565
282770,武強,新北市,淡水區自強路375號1樓,02-28095608
286381,金沙,新北市,淡水區沙崙路133號,02-28057369
282286,鯊魚,新北市,淡水區沙崙路196號,02-28052232
112400,金崙,新北市,淡水區沙崙路24號1樓,02-28055104
286657,布拉諾,新北市,淡水區坪頂路56-8號56-9號1樓,02-86269823
228802,英專,新北市,淡水區英專路91號,02-26215261
282998,川金,新北市,淡水區淡金路一段567號569號571號1樓,02-26221047
286613,金旦,新北市,淡水區淡金路三段254號256號258號,02-26213108
265409,淡海,新北市,淡水區淡海路178號1樓,02-28055394
283740,台北灣,新北市,淡水區新市一路一段108號1樓,02-26236308
241078,金昂,新北市,淡水區新市一路一段99巷51.53號1樓,02-26253846
137764,真善美,新北市,淡水區新市一路三段141號141之1號1樓,02-26297240
287498,新市鎮,新北市,淡水區新市一路三段18號1樓,02-26228481
174039,新春,新北市,淡水區新春街142號1樓,02-26267510
985604,淡江,新北市,淡水區學府路207號,02-26204950
285469,愛琴灣,新北市,淡水區濱海路一段430號432號,02-26239285
261728,鑫庫,新北市,深坑區北深路一段118號120號,02-26645927
187622,北深,新北市,深坑區北深路二段183號,02-26640166
880833,真誠,新北市,深坑區北深路三段263號,02-26642915
963567,埔昇,新北市,深坑區埔新街63號65號1樓,02-26645677
149538,福強,新北市,新店區三民路147之1號149號1樓,02-29161926
250740,美河,新北市,新店區三民路35巷2號,02-29182854
188278,百福,新北市,新店區三民路50號52號1樓,02-29160810
996121,連豐,新北市,新店區大豐路12號,02-89116434
251019,青新,新北市,新店區中山路137號1樓,02-22185931
264680,新福民,新北市,新店區中央路135號1樓,02-22196485
261717,小碧潭,新北市,新店區中央路157號1樓,02-89136445
275989,真親切,新北市,新店區中央路212號214號,02-22199322
996903,百和,新北市,新店區中正路306號308號1樓,02-29128626
258249,新店中正,新北市,新店區中正路396號398號,02-22186254
239640,莊鑫,新北市,新店區中正路503之3號503之4號1樓2樓,02-86673439
189905,正民,新北市,新店區中正路508號1樓,02-82193475
292940,新廣,新北市,新店區中正路542之5號1樓,02-22188613
263355,嶄新,新北市,新店區中正路57-2號1樓,02-89146919
264325,正鵬,新北市,新店區中正路688號690號1樓,02-86672490
278623,楓華,新北市,新店區中華路20號1樓,02-89115356
263344,中行,新北市,新店區中興路一段193號195號1樓,02-29128620
282574,五峰,新北市,新店區中興路一段252號,02-29105740
277343,鎮鑫,新北市,新店區中興路一段289號,02-89146427
244011,裕隆城,新北市,新店區中興路三段70號,02-89145047
288022,裕隆,新北市,新店區中興路三段7號,02-89199389
285333,碧湖,新北市,新店區文中路2號1樓2樓,02-86659633
276801,北宜,新北市,新店區北宜路二段82-2號82-3號1樓,02-22174891
217237,冠冠,新北市,新店區北新路一段231號1樓新生街1號1樓,02-29131493
293622,北新,新北市,新店區北新路一段289號291號,02-29152711
264679,鑫鋒,新北市,新店區北新路一段90號1樓,02-89147643
266457,慶忠,新北市,新店區北新路二段121巷1號,02-29117063
279110,雙鑫,新北市,新店區北新路二段169號,02-86658848
241436,新極景,新北市,新店區北新路二段252-1號,02-29109385
239329,寶新,新北市,新店區北新路二段57號,02-29137463
256715,新店豐和,新北市,新店區央北一路100號,02-22184796
235730,新店寶,新北市,新店區央北二路61、63、65號,02-22183693
263229,權強,新北市,新店區民權路68號,02-29184208
906748,同仁,新北市,新店區民權路96號,02-22187490
991333,新明,新北市,新店區光明街140號,02-29127361
229322,能仁,新北市,新店區光明街38號,02-29106181
212173,公崙,新北市,新店區安民街13號安民街3巷6弄12號,02-22122074
195896,安博,新北市,新店區安民街154號154-1號1樓,02-22125845
253521,及人,新北市,新店區安民街72號,02-86663157
287546,安成,新北市,新店區安成街35號29號,02-86662996
110998,百豐,新北市,新店區安康路一段168號1樓,02-86669386
276579,全新,新北市,新店區安康路二段147號1樓,02-22127952
188407,德玉,新北市,新店區安康路三段195號,02-22144764
275613,康曜,新北市,新店區安康路三段41號1樓,02-22158391
256232,新店雙城,新北市,新店區安康路三段96號,02-22151078
250290,安康,新北市,新店區安德街70號72號1樓+2樓,02-22124641
234494,富貴,新北市,新店區富貴街9巷2號、6號1樓2樓,02-22144820
293817,寶強,新北市,新店區寶中路88號1樓,02-89145258
958901,寶中,新北市,新店區寶慶街66號,02-86653843
199821,寶科,新北市,新店區寶橋路235巷5號1樓,02-89118174
283418,寶隆,新北市,新店區寶橋路69號1樓,02-29175990
152132,寶福,新北市,新店區寶橋路78巷3號1F,02-86653467
228226,寶興,新北市,新店區寶橋路88號1樓,02-29162045
143688,統客,新北市,新店區寶興路49號,02-29143624
275082,都峰苑,新北市,新莊區中央路686號1樓,02-85218624
293356,宜增,新北市,新莊區中平路158號1樓,02-29906376
294108,加州,新北市,新莊區中平路81巷2號,02-29983481
277930,新遠,新北市,新莊區中正路651號之8號,02-29088727
277516,榮和,新北市,新莊區中和街191巷1號3號5號,02-29969860
275761,莊和,新北市,新莊區中和街34.36號,02-29902262
264783,榮信,新北市,新莊區中原里中榮街25鄰90號92號1樓,02-29963682
982627,新福圓,新北市,新莊區五工三路93號1樓,02-22984180
285665,新茂,新北市,新莊區化成路118號120號,02-29900950
188751,新化成,新北市,新莊區化成路213號1樓,02-29920145
166201,原成,新北市,新莊區化成路305號1樓,02-85212445
957355,莊成,新北市,新莊區化成路354號,02-29947258
279280,頭前,新北市,新莊區化成路429-4號,02-85216806
210616,宜家,新北市,新莊區化成路9-2.9-3號,02-29949272
132633,添祥,新北市,新莊區天祥街22號24號1樓,02-29012645
893448,采旺,新北市,新莊區天祥街74號,02-29087919
921714,西盛,新北市,新莊區民安西路113號之1,02-22084323
934776,光華,新北市,新莊區民安西路388、388-1、390、390-1號,02-22073795
284352,新安,新北市,新莊區民安東路185號187號部份1樓,02-22028937
209812,富信,新北市,新莊區自信街46.48號1樓,02-29943073
216348,龍盛,新北市,新莊區西盛街204巷1號1樓206號1樓,02-22029412
142168,鑫福,新北市,新莊區幸福路727號1樓,02-29964324
237194,昌宏,新北市,新莊區昌隆街29、31號1樓,02-29939148
250706,新宏盛,新北市,新莊區後港一路114號,02-22064537
119364,后福,新北市,新莊區後港一路29號,02-22051513
276867,後港,新北市,新莊區後港一路76巷14弄1號1樓,02-22040529
239754,茂源,新北市,新莊區思源路40-1號,02-29949736
238072,復和,新北市,新莊區復興路一段79號81號1樓,02-22769964
235372,新都,新北市,新莊區復興路二段31號1樓,02-29966408
268383,一詮,新北市,新莊區新知八路32號,02-85217064
253129,莊泰,新北市,新莊區新泰路21號,02-22023295
207975,源福,新北市,新莊區福壽街29.31號,02-29949096
194505,美福,新北市,新莊區頭興街186號188號,02-29909254
283119,捷仕堡,新北市,新莊區龍安路15號.龍安路69巷1號,02-29042442
231141,莊年,新北市,新莊區豐年街55號之8、55之9號,02-22049926
252399,雙鳳,新北市,新莊區雙鳳路114號1樓,02-29081398
265834,莊鳳,新北市,新莊區雙鳳路49號51號1樓,02-29076953
259105,莊霖,新北市,新莊區瓊林路59號之77,02-22021842
274078,瑞信,新北市,瑞芳區民生街23號1樓,02-24063884
255826,新野柳,新北市,萬里區港東158號,02-24926282
278003,柳豐,新北市,萬里區港東路162之11號162之12號,02-24927670
953928,俊龍,新北市,樹林區三俊街96號1樓,02-86881124
238326,友勤,新北市,樹林區大有路65號1樓,02-89701627
294533,學林,新北市,樹林區大雅路341號343號1樓,02-26687903
931054,山佳,新北市,樹林區中山路三段85號87號,02-26808909
284341,華鎮,新北市,樹林區中華路381號1樓2樓,02-86867884
916468,武林,新北市,樹林區光華街2號4號6號,02-26887713
151003,大智通,新北市,樹林區佳園路二段70-1號,02-26685036
277192,彭福,新北市,樹林區忠孝街33號35號,02-86862974
244376,大展,新北市,樹林區俊英街252號1樓,02-26876584
130615,慶嶸,新北市,樹林區保安街一段323號323-1號1樓,02-26853064
182812,復育,新北市,樹林區復興路227號1樓,02-26855167
111946,城雅,新北市,樹林區學成路519號1樓,02-89706098
276030,樹新,新北市,樹林區樹新路245號,02-26812205
934606,三暉,新北市,樹林區樹福里復興路1號,02-26868745
293976,蘆信,新北市,蘆洲區三民路26巷33號35號1樓,02-82860102
214641,新天際,新北市,蘆洲區三民路575號,02-28480473
990639,新吉麗,新北市,蘆洲區中山一路204號1樓,02-22889790
287487,前進,新北市,蘆洲區中正路185巷50號52號1樓,02-82812439
215622,蘆正,新北市,蘆洲區中正路261號,02-22827244
155393,雙華,新北市,蘆洲區中華街39號、中華街35巷6號1樓,02-28488245
130327,民仁,新北市,蘆洲區仁愛街58號60號1樓,02-82868495
278461,和華,新北市,蘆洲區正和街28號,02-22899461
260149,正和,新北市,蘆洲區正和街87號89號一樓,02-82811841
286174,新義民,新北市,蘆洲區民族路122號124號,02-22895415
280936,池田,新北市,蘆洲區民族路224號226號1樓,02-82869533
252528,民悅,新北市,蘆洲區民族路316.318號,02-82857843
276144,蘆義,新北市,蘆洲區民義街1.3.5號,02-82854299
871482,統吉,新北市,蘆洲區永平街32巷12弄1號,02-22897033
113377,飛龍,新北市,蘆洲區永安南路二段356號環堤大道2號6號,02-28474291
110552,蘆荻,新北市,蘆洲區永康街1巷35號1樓,02-82862547
264978,光明,新北市,蘆洲區光明路71號,02-82861947
217190,盛發,新北市,蘆洲區光復路10號,02-82867631
251514,憲金,新北市,蘆洲區光華路22巷1號,02-22857237
113285,民欣,新北市,蘆洲區光榮路63號65號67號,02-28473454
187046,泰星,新北市,蘆洲區成功里長安街276號,02-82853450
284008,蘆華,新北市,蘆洲區長安街140號1樓,02-82850614
255561,蘆安,新北市,蘆洲區長安街64號1樓,02-28484952
160166,鷺江,新北市,蘆洲區長榮路679號1樓,02-82855403
238980,蘆興,新北市,蘆洲區長樂路2之6號1樓,02-82869126
960166,蘆樂,新北市,蘆洲區長樂路55號1樓,02-28474074
151128,健倫,新北市,蘆洲區保新里4鄰三民路230號,02-22839655
206569,信義路,新北市,蘆洲區信義路341號341之1號341之2號341之3號1樓,02-82855571
950907,三靖,新北市,鶯歌區三鶯路52號一樓,02-26746991
208912,鳳鳴,新北市,鶯歌區永和街115巷44.46號1樓,02-86775974
