店號,店名,縣巿,地址,電話
285355,日昇,新北市,中和區中和路326號1樓,02-29273961
283120,日福,新北市,中和區中和路380號,02-29209816
252492,鑫左岸,新北市,中和區中原街120號122號1樓,02-22254620
895710,富興,新北市,中和區中興里復興路277-1號279號,02-22404174
200837,德偉,新北市,中和區中興街162號164號,02-22429271
238245,景旺,新北市,中和區成功路1號,02-29485754
276627,自立,新北市,中和區自立路15巷13號15號1樓,02-29419487
216739,福和,新北市,中和區秀明里大勇街25巷1號1樓,02-29408207
263481,宜安,新北市,中和區宜安路103號1樓,02-29415661
240329,中安,新北市,中和區宜安路62號66號,02-29459706
277756,建一,新北市,中和區建康路101號,02-32343779
253613,員新,新北市,中和區員山路504號,02-22215243
981990,全茂,新北市,中和區連城路469巷9號11號,02-82286711
263115,和復,新北市,中和區復興路19號,02-29431063
261382,連勝,新北市,中和區景平路513號連勝街1號,02-22423559
187910,福真,新北市,中和區景平路679號681號,02-82452305
274067,景山,新北市,中和區景安路211號213號1樓,02-29469062
277734,景陽,新北市,中和區景新街29號31號33號,02-22433194
263470,禧緻,新北市,中和區華新街156號,02-29448161
163877,連通,新北市,中和區圓通路293號,02-22446708
275716,德旺,新北市,中和區壽德街22號1樓,02-29648813
951313,福勝,新北市,中和區福祥路156號158號,02-22499480
165703,福泰,新北市,五股區五福路49號51號1樓,02-22933841
962380,大五股,新北市,五股區成泰路二段81號,02-22953630
985671,利客來,新北市,五股區成泰路三段419號,02-22953384
254281,成曜,新北市,五股區凌雲路一段87號89號91號1樓,02-82921773
921149,登福,新北市,五股區登林路76之3號,02-82952765
255941,垶岳,新北市,五股區新五路二段281號1樓及夾層,02-22951274
144359,平溪,新北市,平溪區靜安路二段338號340號,02-24952040
189765,永平,新北市,永和區中山路一段149至153號,02-29279417
188197,仁愛,新北市,永和區仁愛路128號130號1樓,02-22316781
238898,仁寶,新北市,永和區仁愛路266號1樓,02-29272401
211169,園和,新北市,永和區仁愛路267號269號,02-29263845
930981,龍馬,新北市,永和區文化路188號,02-22323194
277871,永和,新北市,永和區文化路7號,02-29291091
238876,有民,新北市,永和區民有街9號11號1樓,02-29495640
181473,永權,新北市,永和區民權路32號34號1樓,02-29440937
265395,新永元,新北市,永和區永元路28號30號,02-29273661
281009,宇陽,新北市,永和區永利路77號,02-29252456
251570,富朋,新北市,永和區永和路二段116號,02-29211897
978606,昇庚,新北市,永和區永貞路182號184號,02-82317044
236319,成金,新北市,永和區成功路二段147號149號1樓,02-29407020
262547,永竹,新北市,永和區竹林路172號174號1樓,02-29266730
810410,永興,新北市,永和區竹林路98號,02-29215441
284145,復美,新北市,永和區秀朗路一段146號,02-29293764
872061,孟揚,新北市,永和區林森路62號,02-29235080
234232,宏圖,新北市,永和區保平路10號12號1樓,02-29265281
281478,新保捷,新北市,永和區保生路22巷2號1樓,02-82316627
860655,保生,新北市,永和區保安里保生路1號1樓,02-22314015
152062,元坊,新北市,永和區保安路134號136號,02-29285539
251318,秀和,新北市,永和區國中路99號101號,02-22323741
263012,北福,新北市,永和區福和路121號1樓2樓,02-89211047
234760,宗美,新北市,永和區福和路76巷2號4號1樓,02-89255722
912282,保鑽,新北市,永和區潭墘里安樂路138號140號,02-29453250
240765,昇陽,新北市,永和區雙和里1鄰中和路417號419號,02-22311802
959292,智慧,新北市,汐止區大同路二段281號,02-86421397
263377,汐旺,新北市,汐止區中興里6鄰中興路105號,02-26934931
148753,社后,新北市,汐止區中興里中興路190號,02-26943031
164456,福仁,新北市,汐止區仁愛路143號1樓福安街51號1樓,02-26496368
174121,汐峰,新北市,汐止區仁愛路32號34號1樓,02-26429873
277686,橫科,新北市,汐止區民權街二段28號1樓,02-26608131
277745,白雲,新北市,汐止區民權街二段79號1樓,02-26606510
215611,實萬,新北市,汐止區汐萬路二段248號1樓,02-26461145
167732,湖前,新北市,汐止區明峰街120號1樓,02-26958128
250429,旭泰,新北市,汐止區建成路57巷1號3號,02-26414436
230562,鑫東冠,新北市,汐止區康寧街459巷3號1樓2樓5號1樓,02-26949521
274861,汐興,新北市,汐止區連興街150號152號1樓,02-26414578
240972,鄉長,新北市,汐止區鄉長路二段16號,02-26917900
251846,青山,新北市,汐止區新興路83-2號,02-86423480
199038,汐福,新北市,汐止區福德一路243號,02-26949011
239400,樟福,新北市,汐止區樟樹一路256號258號1樓,02-26434449
891006,潤安,新北市,汐止區龍安路32號,02-26485573
257899,坪林北宜,新北市,坪林區北宜路八段229.231號1樓,02-26658148
243236,板樂,新北市,板橋區三民路二段35巷11號1樓,02-29640581
284765,板府,新北市,板橋區中山路一段158巷4號6號1樓,02-29625901
282172,家豐,新北市,板橋區中山路二段137號1樓,02-29573209
278911,佳翰,新北市,板橋區中山路二段170號,02-29635853
228112,墩璞,新北市,板橋區中正路106號1樓,02-89697016
921998,緯中,新北市,板橋區中正路21號23號,02-29657833
216153,正華,新北市,板橋區中正路274號276號,02-29681440
278335,板橋中正,新北市,板橋區中正路379巷3弄1號3號,02-29664058
891730,佑容,新北市,板橋區五權里五權街49號51號,02-29595675
241034,板依,新北市,板橋區文化路一段188巷38號40號1樓,02-22569422
211413,丁煌,新北市,板橋區文化路二段227號、229號1樓,02-22554780
199474,江翠,新北市,板橋區文化路二段417巷8號1樓10號1樓2樓,02-22540316
239662,文聖,新北市,板橋區文聖街64號1樓.松柏街96號1樓,02-22589508
198910,新海,新北市,板橋區文德里新海路138號,02-82525425
209074,華川,新北市,板橋區四川路二段245巷11.13號1樓,02-89668730
167846,板維,新北市,板橋區四維路345號347號1樓,02-22546684
264026,埔站,新北市,板橋區民生路二段237號1樓,02-22555748
276007,埔運,新北市,板橋區民生路三段40號42號1樓,02-82524260
148948,板權,新北市,板橋區民權路198、200號,02-22720703
262684,埔墘,新北市,板橋區永豐街87號1樓,02-29614894
243878,漢光,新北市,板橋區光正街12號1樓,02-29653875
278232,光環,新北市,板橋區光環路二段68號70號1樓,02-29647641
243937,大合宜,新北市,板橋區合宜路173號1樓,02-29685371
262802,板宏,新北市,板橋區宏國路109.111號,02-22597549
285322,廣和,新北市,板橋區和平路101巷1號,02-29525457
924665,國和,新北市,板橋區和平路29號,02-89526934
273776,府中,新北市,板橋區府中路82號84號1樓,02-29654479
275576,板慶,新北市,板橋區忠孝路37號1樓,02-29556584
872441,千群,新北市,板橋區東丘里民享街53號,02-89612979
174992,金林,新北市,板橋區金門街303號305號,02-26843135
284949,板安,新北市,板橋區長安街202.204號,02-29514455
259323,富海,新北市,板橋區長江路一段6號,02-22573656
158602,英海,新北市,板橋區雨農路50號1樓、英士路51巷1號1樓,02-22511636
262813,坤耀,新北市,板橋區南門街39號1F,02-22723226
281515,遠揚,新北市,板橋區南雅南路二段124號及二段142巷12號1樓,02-89664602
260747,秋雅,新北市,板橋區南雅南路二段144巷14號1樓,02-89669323
265041,府運,新北市,板橋區重慶路18號20號1樓,02-29640712
236733,慶中,新北市,板橋區重慶路194號光明街91號1樓,02-29577176
260105,重慶,新北市,板橋區重慶路75號75號之2 一樓,02-29570341
243096,幸運,新北市,板橋區區運路78號80號1樓,02-29627165
216304,大庭,新北市,板橋區國光里6鄰國光路65號1樓,02-29607369
252034,國庭,新北市,板橋區國光路1號3號1樓,02-29651700
865269,議會,新北市,板橋區莊敬路60號,02-22542852
953087,萬板,新北市,板橋區莒光路221號223號,02-22519201
241735,華雅,新北市,板橋區華東街270號1樓,02-29645242
275705,華貴,新北市,板橋區貴興路85號87號1樓,02-29645590
279545,維陽,新北市,板橋區陽明街158號160號1樓,02-22544725
228260,新府,新北市,板橋區新府路75號B2樓,02-29689814
231509,樹溪,新北市,板橋區溪北路43.45號1樓,02-26867092
126890,瑞新,新北市,板橋區瑞安街75號,02-89683252
207919,吉翠,新北市,板橋區裕民街53號1.2樓和55號,02-82570537
968089,新僑中,新北市,板橋區僑中一街124巷3弄3號,02-29694324
264602,僑興,新北市,板橋區僑中二街116巷2號.4號,02-82752965
276292,心心,新北市,板橋區實踐路105號107號,02-29584608
115823,雅盛,新北市,板橋區漢生東路181號183號1樓,02-29568540
195977,育軒,新北市,板橋區漢生東路268號270號1樓,02-29517986
950745,漢東,新北市,板橋區漢生東路309號,02-29534142
280659,民族,新北市,板橋區福祿里民族路310號,02-29575939
910688,糧驛,新北市,板橋區德翠里龍泉街93號、95號1樓,02-22562936
119397,館東,新北市,板橋區館前東路15、15之1、17號1樓,02-29560071
274827,館慶,新北市,板橋區館前東路26號1樓,02-29514559
158691,瑞林,新北市,板橋區龍翠里大同街52號,02-22588414
844907,龍翠,新北市,板橋區雙十路二段138之1號138之2號,02-22538130
217204,懷翠,新北市,板橋區懷德街203號205號1樓,02-22504367
252333,霖口,新北市,林口區中山路250號250之3號1樓,02-26032893
250898,正翔,新北市,林口區中正路285.287號,02-26014007
284710,愛鄉,新北市,林口區仁愛路二段140號142號1樓,02-86012278
228983,林旺,新北市,林口區仁愛路二段196號1樓,02-86019016
252698,遠來,新北市,林口區仁愛路二段510號1樓,02-26017102
174165,德聖,新北市,林口區公園路17號,02-26090148
250533,立軒,新北市,林口區文化一路一段200號202號1樓2樓,02-26018410
251433,德園,新北市,林口區文化二路一段120巷1之1號,02-26068918
256678,林口三井,新北市,林口區文化二路一段123號1樓,02-26069475
279431,安林,新北市,林口區文化二路一段24號26號,02-26082671
264967,長曜,新北市,林口區文化三路一段249巷36號.38號1樓,02-26068451
968023,采鋺,新北市,林口區文化三路一段368號,02-26007384
254856,旺來,新北市,林口區文化三路二段20號1樓,02-86014442
281065,幸福市,新北市,林口區文化三路二段302號1樓,02-26022319
197386,麗寶,新北市,林口區文化北路一段301號1樓,02-26002592
286163,卿斳,新北市,林口區竹林路48號,02-26015984
119571,香賓,新北市,林口區忠孝路382號1樓,02-26088040
285551,東學,新北市,林口區東湖路100號1樓,02-26016049
966603,興林,新北市,林口區南勢村南勢街278號280號,02-26009072
238902,金美,新北市,金山區中山路143號145號,02-24985386
262581,公園賞,新北市,泰山區仁愛路66號,02-85315095
189503,羚陽,新北市,泰山區泰林路二段304號1樓,02-29000858
265856,輔醫,新北市,泰山區貴子路57號(右半)61號63號1樓,02-29019505
277468,泰山,新北市,泰山區楓江路22號24號,02-22975073
230964,摩天灣,新北市,淡水區中山北路一段257號1樓,02-26252063
275303,金滬,新北市,淡水區中山路66號1.2樓.66-1號1樓,02-26223092
277859,海正,新北市,淡水區中正東路一段113號115號115-1號,02-26256490
900429,金寶,新北市,淡水區中正路169號,02-26297608
236021,源豐,新北市,淡水區水源街一段118號1樓,02-26210931
265269,源德,新北市,淡水區水源街一段75-2號1樓,02-26265872
961778,淡欣,新北市,淡水區水源街二段104號,02-26210745
150860,鑫鑫,新北市,淡水區水源街二段76號、76-1號,02-26262742
981347,巧立,新北市,淡水區北新路184巷57號59號1樓,02-86311635
170107,金星,新北市,淡水區北新路65號,02-26260905
252919,立竹,新北市,淡水區民族路58號1樓2樓,02-88092553
241089,竹圍,新北市,淡水區民權路109號111號1樓,02-28091574
261795,竹捷,新北市,淡水區竹圍里民族路10號,02-28085610
282091,吉發,新北市,淡水區自強路275號,02-28084565
282770,武強,新北市,淡水區自強路375號1樓,02-28095608
282286,鯊魚,新北市,淡水區沙崙路196號,02-28052232
112400,金崙,新北市,淡水區沙崙路24號1樓,02-28055104
238603,布拉諾,新北市,淡水區坪頂路56-8號56-9號1樓,02-86269823
228802,英專,新北市,淡水區英專路91號,02-26215261
956341,金旦,新北市,淡水區淡金路三段254號256號258號,02-26213108
131179,新市鎮,新北市,淡水區新市一路三段18號1樓,02-26228481
263702,新真理,新北市,淡水區新民街102號104號,02-26292848
972918,皇后,新北市,淡水區新春街87號,02-26200724
985604,淡江,新北市,淡水區學府路207號,02-26204950
285469,愛琴灣,新北市,淡水區濱海路一段430號432號,02-26239285
233217,鑫浦深,新北市,深坑區文化街116號118號1樓,02-26628761
237172,平埔,新北市,深坑區文化街82號,02-26645195
187622,北深,新北市,深坑區北深路二段183號,02-26640166
255963,深坑埔新,新北市,深坑區北深路二段57.59.61號,02-26629460
963567,埔昇,新北市,深坑區埔新街63號65號1樓,02-26645677
286152,福德,新北市,新店區三民路179號1樓,02-29139545
250740,美河,新北市,新店區三民路35巷2號,02-29182854
188278,百福,新北市,新店區三民路50號52號1樓,02-29160810
996121,連豐,新北市,新店區大豐路12號,02-89116434
264680,新福民,新北市,新店區中央路135號1樓,02-22196485
261717,小碧潭,新北市,新店區中央路157號1樓,02-89136445
275989,真親切,新北市,新店區中央路212號214號,02-22199322
996903,百和,新北市,新店區中正路306號308號1樓,02-29128626
258249,新店中正,新北市,新店區中正路396號398號,02-22186254
189905,正民,新北市,新店區中正路508號1樓,02-82193475
263355,嶄新,新北市,新店區中正路57-2號1樓,02-89146919
264325,正鵬,新北市,新店區中正路688號690號1樓,02-86672490
278623,楓華,新北市,新店區中華路20號1樓,02-89115356
263344,中行,新北市,新店區中興路一段193號195號1樓,02-29128620
282574,五峰,新北市,新店區中興路一段252號,02-29105740
277343,鎮鑫,新北市,新店區中興路一段289號,02-89146427
244011,裕隆城,新北市,新店區中興路三段70號,02-89145047
212461,銀河,新北市,新店區北宜路二段269號271號,02-22179313
276801,北宜,新北市,新店區北宜路二段82-2號82-3號1樓,02-22174891
217237,冠冠,新北市,新店區北新路一段231號1樓新生街1號1樓,02-29131493
170705,北新,新北市,新店區北新路一段289號291號,02-29152711
266457,慶忠,新北市,新店區北新路二段121巷1號,02-29117063
235877,七張站,新北市,新店區北新路二段152巷2號,02-89147446
279110,雙鑫,新北市,新店區北新路二段169號,02-86658848
239329,寶新,新北市,新店區北新路二段57號,02-29137463
256715,新店豐和,新北市,新店區央北一路100號,02-22184796
211147,百建,新北市,新店區民族路239號241號1樓,02-29184510
906748,同仁,新北市,新店區民權路96號,02-22187490
991333,新明,新北市,新店區光明街140號,02-29127361
229322,能仁,新北市,新店區光明街38號,02-29106181
195896,安博,新北市,新店區安民街154號154-1號1樓,02-22125845
164685,凡賽絲,新北市,新店區安民街290號292號1樓,02-22120010
110998,百豐,新北市,新店區安康路一段168號1樓,02-86669386
275613,康曜,新北市,新店區安康路三段41號1樓,02-22158391
256232,新店雙城,新北市,新店區安康路三段96號,02-22151078
250290,安康,新北市,新店區安德街70號72號1樓+2樓,02-22124641
197434,安德,新北市,新店區安德街8號10號12號1樓,02-22125348
260563,萊茵,新北市,新店區竹林路30巷1號.3號1樓,02-22174019
155566,新順安,新北市,新店區順安街51號53號1樓,02-29118504
980090,新燕,新北市,新店區新烏路二段382號384號1樓,02-26667848
173841,寶強,新北市,新店區寶中路88號1樓,02-89145258
958901,寶中,新北市,新店區寶慶街66號,02-86653843
273916,新寶橋,新北市,新店區寶橋路192號,02-89145826
199821,寶科,新北市,新店區寶橋路235巷5號1樓,02-89118174
283418,寶隆,新北市,新店區寶橋路69號1樓,02-29175990
152132,寶福,新北市,新店區寶橋路78巷3號1F,02-86653467
228226,寶興,新北市,新店區寶橋路88號1樓,02-29162045
143688,統客,新北市,新店區寶興路49號,02-29143624
275082,都峰苑,新北市,新莊區中央路686號1樓,02-85218624
965220,輔明,新北市,新莊區中正路514巷99號,02-29028207
960535,輔大,新北市,新莊區中正路516-1號,02-29026304
275761,莊和,新北市,新莊區中和街34.36號,02-29902262
264783,榮信,新北市,新莊區中原里中榮街25鄰90號92號1樓,02-29963682
872108,花旗,新北市,新莊區中港路132巷26號,02-89918896
262721,中港,新北市,新莊區中港路133號,02-29978073
276100,港義,新北市,新莊區中港路527號1樓.中義街2號1樓,02-22766035
233631,上利,新北市,新莊區中德路27號.29號1樓,02-85217449
192602,九州,新北市,新莊區五工二路60號62巷1號,02-22984540
982627,新福圓,新北市,新莊區五工三路93號1樓,02-22984180
285665,新茂,新北市,新莊區化成路118號120號,02-29900950
957355,莊成,新北市,新莊區化成路354號,02-29947258
132633,添祥,新北市,新莊區天祥街22號24號1樓,02-29012645
893448,采旺,新北市,新莊區天祥街74號,02-29087919
921714,西盛,新北市,新莊區民安西路113號之1,02-22084323
934776,光華,新北市,新莊區民安西路388、388-1、390、390-1號,02-22073795
209812,富信,新北市,新莊區自信街46.48號1樓,02-29943073
239754,茂源,新北市,新莊區思源路40-1號,02-29949736
265018,安復,新北市,新莊區復興路一段213號,02-29971153
253129,莊泰,新北市,新莊區新泰路21號,02-22023295
281434,弘安,新北市,新莊區萬安街82號84號,02-22035994
207975,源福,新北市,新莊區福壽街29.31號,02-29949096
274573,福德三,新北市,新莊區福德三街70號72號1樓,02-85212274
194505,美福,新北市,新莊區頭興街186號188號,02-29909254
252399,雙鳳,新北市,新莊區雙鳳路114號1樓,02-29081398
274078,瑞信,新北市,瑞芳區民生街23號1樓,02-24063884
274447,瑞濱,新北市,瑞芳區海濱路157號1樓,02-24972897
217112,九份,新北市,瑞芳區基山街3號,02-24061659
255826,新野柳,新北市,萬里區港東158號,02-24926282
238326,友勤,新北市,樹林區大有路65號1樓,02-89701627
151003,大智通,新北市,樹林區佳園路二段70-1號,02-26685036
253901,樹東,新北市,樹林區東榮街91巷2弄2、4號1樓,02-86869571
111946,城雅,新北市,樹林區學成路519號1樓,02-89706098
276030,樹新,新北市,樹林區樹新路245號,02-26812205
990639,新吉麗,新北市,蘆洲區中山一路204號1樓,02-22889790
199061,蘆讚,新北市,蘆洲區中山二路184號,02-82854801
215622,蘆正,新北市,蘆洲區中正路261號,02-22827244
155393,雙華,新北市,蘆洲區中華街39號、中華街35巷6號1樓,02-28488245
260149,正和,新北市,蘆洲區正和街87號89號一樓,02-82811841
871482,統吉,新北市,蘆洲區永平街32巷12弄1號,02-22897033
110552,蘆荻,新北市,蘆洲區永康街1巷35號1樓,02-82862547
264978,光明,新北市,蘆洲區光明路71號,02-82861947
217190,盛發,新北市,蘆洲區光復路10號,02-82867631
113285,民欣,新北市,蘆洲區光榮路63號65號67號,02-28473454
187046,泰星,新北市,蘆洲區成功里長安街276號,02-82853450
113388,華安,新北市,蘆洲區長安街107號,02-28480247
284008,蘆華,新北市,蘆洲區長安街140號1樓,02-82850614
255561,蘆安,新北市,蘆洲區長安街64號1樓,02-28484952
238980,蘆興,新北市,蘆洲區長樂路2之6號1樓,02-82869126
960166,蘆樂,新北市,蘆洲區長樂路55號1樓,02-28474074
206569,信義路,新北市,蘆洲區信義路341號341之1號341之2號341之3號1樓,02-82855571
258087,蘆洲湧勝,新北市,蘆洲區得勝街163號,02-82854711
279187,珈英,新北市,蘆洲區復興路92號,02-22857510
916284,領袖,新北市,蘆洲區集賢路224巷60號62號,02-82863383
208912,鳳鳴,新北市,鶯歌區永和街115巷44.46號1樓,02-86775974
165596,元町,新北市,鶯歌區光明街128號130號1樓,02-26708742
215769,歌亭,新北市,鶯歌區尖山里尖山路150號,02-26791544
239499,鶯瓷,新北市,鶯歌區尖山埔路100號102號,02-26776941
179861,樂陶,新北市,鶯歌區尖山路276號1樓,02-26775483
241779,鳳鶯,新北市,鶯歌區鳳三路25號,02-26789082
253680,龍武,新北市,鶯歌區龍五路89號,02-26790702
982328,長虹,新北市,鶯歌區鶯桃路432號1樓,02-26789855
931456,德勇,桃園市,八德區大勇里忠勇街365號,03-2188300
238223,德力,桃園市,八德區大福里介壽路一段134號136號,03-3778096
924986,明光,桃園市,八德區中華路157號,03-3780845
230218,桃誠,桃園市,八德區公園路160號,03-3673394
210605,大湧,桃園市,八德區東勇二路111號,03-3713287
231071,森豪,桃園市,八德區東勇北路295之1號,03-2180784
214928,勇伯,桃園市,八德區東勇北路380號,03-2182953
254362,湧北,桃園市,八德區東勇街396-1號,03-3712775
182225,迎和,桃園市,八德區金和路52號,03-3634716
882172,國僑,桃園市,八德區建國路1075號,03-3644882
113702,高城,桃園市,八德區高城八街58巷5號1樓,03-2173952
954699,義展,桃園市,八德區義勇街151號151-1號1樓,03-3763771
166773,廣隆,桃園市,八德區廣興路195號,03-3732294
180975,興豐,桃園市,八德區興豐路418號,03-3656424
113573,果林,桃園市,大園區?林里?林路97號1樓,03-3935321
182775,航林,桃園市,大園區三民路二段626號1樓,03-3836620
870917,觀園,桃園市,大園區大觀路604號606號,03-3854111
264451,航園,桃園市,大園區中正東路102號,03-3858746
184298,航站北,桃園市,大園區航站南路15號B1樓,03-3932812
184287,航站南,桃園市,大園區航站南路15號B1樓,03-3931733
196291,航站五,桃園市,大園區航站南路9號5樓,03-3932573
195047,祥綸,桃園市,大園區高鐵北路三段45號,03-3819721
265063,新田園,桃園市,大園區新興路62號,03-3868997
924654,士香,桃園市,大溪區員林路一段228號,03-3072579
281973,興東,桃園市,中壢區中山東路三段226號228號228之1號,03-4385696
276074,富友,桃園市,中壢區中山東路三段419號421號423號1樓,03-4569015
934695,夜市,桃園市,中壢區中央西路二段125號,03-4024619
138538,三光,桃園市,中壢區中央西路二段259號259-1號1樓,03-4029671
255099,大享,桃園市,中壢區中正路1262號1樓,03-4224805
154116,大崙,桃園市,中壢區中正路四段35號,03-4984287
285827,海和,桃園市,中壢區六和路66號68號,03-4265714
253082,豐亞,桃園市,中壢區民族路六段232號236號1樓,03-4207484
963626,家權,桃園市,中壢區民權路二段98號,03-2810712
250809,慶福,桃園市,中壢區同慶路277號1樓,03-4379089
982063,正神,桃園市,中壢區成章一街10號12號1樓2樓,03-4615309
235419,成光,桃園市,中壢區成章二街78號1樓,03-4335716
236814,復強,桃園市,中壢區自強六路53號復華街212號1樓,03-4638447
283913,中孝,桃園市,中壢區忠孝路248號1樓2樓,03-4517904
163970,壢都,桃園市,中壢區長沙路131號成都路72號,03-4579045
240282,吉豐,桃園市,中壢區長沙路8號10號1樓,03-4285206
146540,長業,桃園市,中壢區長春路23號,03-4535480
244099,A18,桃園市,中壢區高鐵北路一段5號B1樓,03-2877559
278531,富莊,桃園市,中壢區莊敬路141號,03-4623667
251949,立莊,桃園市,中壢區莊敬路805號普騰街38巷18號1樓,03-4632452
944197,華愛,桃園市,中壢區華美一路132號136號1樓,03-4380269
875484,站行,桃園市,中壢區新興路162號,03-4574334
254421,萬能科,桃園市,中壢區萬能路1之2號1樓,03-4536259
130176,原大,桃園市,中壢區實踐路46號1樓,03-4368760
275565,榮躍,桃園市,中壢區榮民南路462號464號,03-4650762
122119,榮安,桃園市,中壢區榮安十三街297號1樓及榮安十四街2號1樓,03-4515728
212597,青航,桃園市,中壢區領航北路二段60號、民權路四段309號1樓,03-2876564
210672,龍汶,桃園市,中壢區龍文街33巷2號6號1樓,03-4163082
274908,成龍,桃園市,中壢區龍岡路三段192號194號196號1樓,03-4572652
183251,羿龍,桃園市,中壢區龍慈路283號1樓,03-4563734
263551,新街,桃園市,中壢區環北路537號539號543號1樓,03-4617330
284639,環民,桃園市,中壢區環西路2號1樓民族路336號338號1樓,03-4925034
130729,韻翔,桃園市,平鎮區文化街71號1樓,03-4930896
193498,禾安,桃園市,平鎮區平德路295號1樓,03-4010391
239444,明揚,桃園市,平鎮區延平路二段76號,03-4925297
942102,金沅,桃園市,平鎮區東勢里金陵路五段255號,03-4506616
284330,宏宇,桃園市,平鎮區金陵路二段104號,03-4288596
206983,揚金,桃園市,平鎮區金陵路二段288號,03-2840911
284318,達義,桃園市,平鎮區義民路199號1樓,03-4022472
253819,廣泰,桃園市,平鎮區廣泰路130號132號1樓,03-4910675
241355,德興,桃園市,平鎮區德育路二段3號1樓振興路12號1樓,03-4575450
970624,龍侑,桃園市,平鎮區龍德路8號1樓;龍福路1號1樓,03-4601054
228569,金汲,桃園市,桃園區力行路385巷11號13號1樓,03-3383733
251134,有家,桃園市,桃園區大有路457號459號1樓,03-3257574
155430,大有,桃園市,桃園區大有路547號1樓,03-3584876
864886,假日,桃園市,桃園區大有路560號1樓,03-3568448
216555,輕井澤,桃園市,桃園區大業路一段355號357號一樓,03-3565648
138985,辰興,桃園市,桃園區大興西路一段178號1樓新埔五街83號85號1樓,03-3583730
263045,桃朋,桃園市,桃園區大興西路二段1號1樓,03-3021150
250991,興源,桃園市,桃園區大興西路二段82號1樓,03-3028487
131168,民大,桃園市,桃園區大興路221號1樓,03-3256860
244147,興一,桃園市,桃園區大興路265號,03-3581837
190776,宏亞,桃園市,桃園區中平路102號1樓,03-2289084
282758,同德,桃園市,桃園區中埔二街150號,03-2150474
987910,維瀚,桃園市,桃園區中埔六街36號1樓,03-3468299
227957,國悅,桃園市,桃園區天祥七街101號103號,03-3151576
184449,立揚,桃園市,桃園區正光路116號1樓,03-3314841
209834,福倉,桃園市,桃園區正光路425號1樓427號1樓,03-3608304
279981,新德鴻,桃園市,桃園區永福西街111號113號,03-3767172
242510,吉聖,桃園市,桃園區吉昌街237號1樓,03-3793197
166463,藝德,桃園市,桃園區同德十一街98號100號,03-3258230
253554,福利國,桃園市,桃園區同德六街170號1樓,03-3467422
255538,雙慶,桃園市,桃園區安慶街84號86號1樓,03-3013836
241481,國祥,桃園市,桃園區自強里經國路685號,03-3461185
186962,新達豐,桃園市,桃園區延平路202號;大豐路194號,03-3643819
988289,桃金,桃園市,桃園區金門二街83號及93號1樓,03-3628357
913012,長陽,桃園市,桃園區長沙街90號1樓,03-3711375
215873,國藝,桃園市,桃園區南平路185號187號1樓,03-3576015
276063,貴族,桃園市,桃園區南平路306號1樓,03-3562962
249876,尊品,桃園市,桃園區建國路41-1號1樓,03-3634561
283658,春寶,桃園市,桃園區春日路670號1樓,03-3574543
142582,智勝,桃園市,桃園區桃智路1號3號1樓,03-3679443
238315,擎天,桃園市,桃園區桃鶯路50號52號1樓,03-3753250
250980,金學,桃園市,桃園區國際一路121號,03-3779254
180573,國力,桃園市,桃園區國際路二段426號428號1樓,03-2170120
174936,莊正,桃園市,桃園區莊二街148號1樓,03-3015412
235660,金萬,桃園市,桃園區莊二街1號1樓,03-3584081
260884,新莊伯,桃園市,桃園區莊敬路一段175號177號1樓,03-3464840
228547,振聲,桃園市,桃園區復興路389號1樓,03-3354452
130017,慈德,桃園市,桃園區慈德街53號55號57號,03-3575083
275956,謙悅,桃園市,桃園區新埔六街58號60號1樓,03-3151916
264347,國安,桃園市,桃園區經國路405號,03-3586607
977991,蜜鄰,桃園市,桃園區龍壽街96號98號,03-3606256
942401,楊民,桃園市,楊梅區三民北路177號,03-4316640
276764,三沅,桃園市,楊梅區三民北路88號1樓,03-4312709
284798,揚善,桃園市,楊梅區中山北路一段23號25號1樓,03-4785578
185981,新楊埔,桃園市,楊梅區中興路47號1樓新興街66號1樓,03-4814647
275174,凱成,桃園市,楊梅區文化街220號222號222-1號,03-4313241
249430,萬鑫,桃園市,楊梅區民富路三段828號830號1樓,03-4727146
228042,永誠,桃園市,楊梅區永美路385-9號1樓2樓,03-4815483
194228,高達,桃園市,楊梅區金山街302號1樓,03-2888874
253831,瑞揚,桃園市,楊梅區新成路97號,03-4756179
131906,富崗,桃園市,楊梅區新明街450號,03-4728942
275945,欣高,桃園市,楊梅區楊梅里文德路1號1樓梅高路52-9號,03-4788447
250658,大楊,桃園市,楊梅區楊湖路一段90號92號94號1樓,03-2888571
151689,楊昌,桃園市,楊梅區楊新北路23號,03-4856432
163590,楊興,桃園市,楊梅區楊新路三段331號333號,03-4850364
276948,利新,桃園市,楊梅區楊新路三段8號10號,03-4883112
913540,梅獅,桃園市,楊梅區瑞塘里梅獅路二段231號,03-4814576
920962,富先,桃園市,楊梅區萬大路111號113號1樓,03-4312760
231772,凰舞,桃園市,楊梅區萬大路116巷59號,03-4828930
982557,駿躍,桃園市,楊梅區環南路132號1樓,03-4780803
973036,新友達,桃園市,龍潭區三和里新和路1號B棟7樓,03-4072501
886646,正同,桃園市,龍潭區中正里15鄰中正路472號474號,03-4808831
153618,台積Q,桃園市,龍潭區龍園六路101號2樓,03-4899769
282334,庚大,桃園市,龜山區文化一路259號B1樓,03-2118165
273293,統文,桃園市,龜山區文化七路179號1樓,03-3185635
